,TBS,SegmentsNum,SegmentDelay(noSched)
0,24,1,9.505987167358398
1,24,3,9.545087814331055
2,24,2,11.962890625
3,24,3,9.494781494140625
4,24,1,9.520769119262695
5,24,1,9.524822235107422
6,24,4,12.00413703918457
7,24,4,11.94000244140625
8,24,4,12.021064758300781
9,24,4,11.989116668701172
10,24,4,12.017965316772461
11,24,4,12.031078338623047
12,24,4,12.073993682861328
13,24,4,12.03608512878418
14,24,4,12.017011642456055
15,24,4,12.079954147338867
16,24,4,12.020111083984375
17,24,4,11.99793815612793
18,24,4,12.06517219543457
19,24,4,12.011051177978516
20,24,4,12.080192565917969
21,24,4,12.035846710205078
22,24,4,12.028932571411133
23,24,4,12.066125869750977
24,24,4,12.027978897094727
25,24,4,11.928796768188477
26,24,3,9.602785110473633
27,24,3,9.535789489746094
28,24,3,9.578227996826172
29,24,3,9.554624557495117
30,24,3,9.471654891967773
31,24,3,9.553909301757812
32,24,3,9.489059448242188
33,24,3,9.516716003417969
34,24,3,9.516716003417969
35,24,3,9.5977783203125
36,24,3,9.499073028564453
37,24,3,9.563922882080078
38,24,3,9.586811065673828
39,24,3,9.536981582641602
40,24,3,9.449958801269531
41,24,3,9.567975997924805
42,24,3,9.550094604492188
43,24,3,9.525060653686523
44,24,3,9.473085403442383
45,24,3,9.60230827331543
46,24,3,9.494781494140625
47,24,3,9.525060653686523
48,24,3,9.571075439453125
49,24,3,9.482145309448242
50,24,3,9.529829025268555
51,24,3,9.569168090820312
52,24,3,9.523153305053711
53,24,3,9.476900100708008
54,24,3,9.53984260559082
55,24,3,9.557723999023438
56,24,3,9.526968002319336
57,24,3,9.560823440551758
58,24,3,9.506940841674805
59,24,3,9.558439254760742
60,24,3,9.59920883178711
61,24,3,9.590864181518555
62,24,3,9.511947631835938
63,24,3,9.614229202270508
64,24,3,9.530305862426758
65,24,3,9.444952011108398
66,24,3,9.564876556396484
67,24,3,9.56583023071289
68,24,3,9.472846984863281
69,24,3,9.54580307006836
70,24,3,9.586095809936523
71,24,3,9.56416130065918
72,24,3,9.530067443847656
73,24,3,9.579896926879883
74,24,3,9.567022323608398
75,24,3,9.54580307006836
76,24,3,9.570837020874023
77,24,3,9.57179069519043
78,24,3,9.613037109375
79,24,3,9.562015533447266
80,24,3,9.541988372802734
81,24,3,9.626150131225586
82,24,3,9.594202041625977
83,24,3,9.60397720336914
84,24,3,9.463787078857422
85,24,3,9.638309478759766
86,24,3,9.477853775024414
87,24,3,9.639978408813477
88,24,3,9.490013122558594
89,24,3,9.567975997924805
90,24,3,9.518861770629883
91,24,3,9.586334228515625
92,24,3,9.572267532348633
93,24,3,9.606599807739258
94,24,3,9.450197219848633
95,24,3,9.634971618652344
96,24,3,9.46807861328125
97,24,3,9.531974792480469
