,TBS,SegmentsNum,SegmentDelay(noSched)
0,24,1,9.52291488647461
1,24,3,9.60087776184082
2,24,2,12.004852294921875
3,24,3,9.702682495117188
4,24,1,9.557723999023438
5,24,1,9.55963134765625
6,24,3,9.547948837280273
7,24,3,9.43303108215332
8,24,3,9.686946868896484
9,24,3,9.598016738891602
10,24,3,9.578943252563477
11,24,3,9.497880935668945
12,24,3,9.647130966186523
13,24,3,9.675741195678711
14,24,3,9.52911376953125
15,24,3,9.479999542236328
16,24,3,9.64498519897461
17,24,3,9.579896926879883
18,24,3,9.511709213256836
19,24,3,9.65118408203125
20,24,3,9.64808464050293
21,24,3,9.58108901977539
22,24,3,9.50002670288086
23,24,3,9.658098220825195
24,24,3,9.626150131225586
25,24,3,9.517669677734375
26,24,3,9.516239166259766
27,24,3,9.66787338256836
28,24,3,9.630680084228516
29,24,3,9.557962417602539
30,24,3,9.498119354248047
31,24,3,9.64808464050293
32,24,3,9.608983993530273
33,24,3,9.573698043823242
34,24,3,9.485006332397461
35,24,3,9.670019149780273
36,24,3,9.53817367553711
37,24,3,9.611129760742188
38,24,3,9.473800659179688
39,24,3,9.675025939941406
40,24,3,9.556770324707031
41,24,3,9.603023529052734
42,24,3,9.516239166259766
43,24,3,9.647846221923828
44,24,3,9.556055068969727
45,24,3,9.58108901977539
46,24,3,9.498119354248047
47,24,3,9.656190872192383
48,24,3,9.54890251159668
49,24,3,9.564876556396484
50,24,3,9.492635726928711
51,24,3,9.640216827392578
52,24,3,9.547948837280273
53,24,3,9.485721588134766
54,24,3,9.521245956420898
55,24,3,9.672880172729492
56,24,3,9.554147720336914
57,24,3,9.551763534545898
58,24,3,9.593009948730469
59,24,3,9.666204452514648
60,24,3,9.55510139465332
61,24,3,9.493112564086914
62,24,3,9.53817367553711
63,24,3,9.6588134765625
64,24,3,9.530067443847656
65,24,3,9.482145309448242
66,24,3,9.58395004272461
67,24,3,9.628057479858398
68,24,3,9.547233581542969
69,24,3,9.479999542236328
70,24,3,9.560108184814453
71,24,3,9.635210037231445
72,24,3,9.523868560791016
73,24,3,9.496450424194336
74,24,3,9.601116180419922
75,24,3,9.588003158569336
