,TBS,SegmentsNum,SegmentDelay(noSched)
0,24,1,9.531974792480469
1,24,3,9.627819061279297
2,24,1,9.535789489746094
3,24,3,9.49406623840332
4,24,2,11.957883834838867
5,24,3,9.716033935546875
6,24,2,10.192632675170898
7,24,1,10.06174087524414
8,24,4,10.192155838012695
9,24,4,10.117053985595703
10,24,4,10.196924209594727
11,24,4,10.091066360473633
12,24,4,10.181903839111328
13,24,4,10.14089584350586
14,24,4,10.119915008544922
15,24,4,10.120153427124023
16,24,4,10.135412216186523
17,24,4,10.139942169189453
18,24,4,10.061025619506836
19,24,3,9.866714477539062
20,24,3,9.704113006591797
21,24,3,9.750127792358398
22,24,3,9.703636169433594
23,24,3,9.765863418579102
24,24,3,9.718656539916992
25,24,3,9.80687141418457
26,24,3,9.795188903808594
27,24,3,9.776830673217773
28,24,3,9.858131408691406
29,24,3,9.842157363891602
30,24,3,9.746074676513672
31,24,3,9.705781936645508
32,24,3,9.812116622924805
33,24,3,9.857654571533203
34,24,3,9.817123413085938
35,24,3,9.835004806518555
36,24,3,9.879589080810547
37,24,3,9.919166564941406
38,24,3,9.807825088500977
39,24,3,9.798049926757812
40,24,3,9.835004806518555
41,24,3,9.76705551147461
42,24,3,9.75179672241211
43,24,3,9.793996810913086
44,24,3,9.737014770507812
45,24,3,9.807109832763672
46,24,3,9.820938110351562
47,24,3,9.729862213134766
48,24,3,9.760618209838867
49,24,3,9.799957275390625
50,24,3,9.816884994506836
51,24,3,9.844064712524414
52,24,3,9.86027717590332
53,24,3,9.849071502685547
54,24,3,9.857892990112305
55,24,3,9.805917739868164
56,24,3,9.702205657958984
57,24,3,9.770870208740234
58,24,3,9.877920150756836
59,24,3,9.75489616394043
60,24,3,9.872913360595703
61,24,3,9.815216064453125
62,24,3,9.781122207641602
63,24,3,9.742259979248047
64,24,3,9.864330291748047
65,24,3,9.820699691772461
66,24,3,9.692907333374023
67,24,3,9.746789932250977
68,24,3,9.72127914428711
69,24,3,9.736776351928711
70,24,3,9.778976440429688
71,24,3,9.743928909301758
72,24,3,9.842872619628906
73,24,3,9.839773178100586
74,24,3,9.803056716918945
75,24,5,39.43991661071777
76,24,3,7.08317756652832
77,24,3,9.721994400024414
78,24,3,9.712934494018555
79,24,3,9.748220443725586
80,24,3,9.750843048095703
81,24,3,9.705066680908203
82,24,3,9.746789932250977
83,24,3,9.747982025146484
84,24,3,9.870052337646484
85,24,3,9.824752807617188
86,24,3,9.852170944213867
87,24,3,9.723901748657227
88,24,3,9.772062301635742
89,24,3,9.778022766113281
90,24,3,9.725332260131836
91,24,3,9.74726676940918
92,24,3,9.790897369384766
93,24,3,9.74273681640625
94,24,3,9.776592254638672
95,24,3,9.784936904907227
96,24,3,9.80520248413086
97,24,3,9.692668914794922
98,24,3,9.84501838684082
99,24,3,9.739875793457031
100,24,3,9.818315505981445
101,24,3,9.719133377075195
102,24,3,9.736061096191406
103,24,3,9.77182388305664
104,24,3,9.911060333251953
105,24,3,9.790658950805664
106,24,3,9.78994369506836
107,24,3,9.876012802124023
108,24,3,9.815454483032227
109,24,3,9.800910949707031
110,24,3,9.738922119140625
111,24,3,9.756088256835938
112,24,3,9.895086288452148
113,24,3,9.814023971557617
114,24,3,9.790182113647461
115,24,3,9.845972061157227
116,24,3,9.779930114746094
117,24,3,9.788990020751953
118,24,3,9.746789932250977
119,24,3,9.860038757324219
120,24,3,9.73820686340332
121,24,3,9.726762771606445
122,24,3,9.698867797851562
123,24,3,9.805917739868164
124,24,3,9.775876998901367
125,24,3,9.772062301635742
126,24,3,9.839773178100586
127,24,3,9.844779968261719
128,24,3,9.81593132019043
129,24,3,9.846925735473633
130,24,3,9.696722030639648
131,24,3,9.657859802246094
132,24,3,9.699344635009766
133,24,3,9.80687141418457
134,24,3,9.763002395629883
135,24,3,9.863138198852539
136,24,4,54.0313720703125
137,24,1,9.526968002319336
138,24,3,9.780168533325195
139,24,3,9.82809066772461
140,24,3,9.855031967163086
141,24,3,9.802103042602539
142,24,3,9.850025177001953
143,24,3,9.811639785766602
144,24,3,9.739875793457031
145,24,3,9.776830673217773
146,24,3,9.791135787963867
147,24,3,9.807825088500977
148,24,3,9.741067886352539
149,24,3,9.841203689575195
150,24,3,9.870290756225586
151,24,3,9.771585464477539
152,24,3,9.701967239379883
153,24,3,9.843826293945312
154,24,3,9.837865829467773
155,24,3,9.799003601074219
156,24,3,9.778022766113281
157,24,3,9.839057922363281
158,24,3,9.804248809814453
159,24,3,9.85407829284668
160,24,3,9.780168533325195
161,24,3,9.757757186889648
162,24,3,9.824752807617188
163,24,3,9.782791137695312
164,24,3,9.809017181396484
165,24,3,9.76705551147461
166,24,3,9.657144546508789
167,24,3,9.817123413085938
168,24,3,9.682893753051758
169,24,3,9.757041931152344
170,24,3,9.710073471069336
171,24,3,9.8419189453125
172,24,3,9.694099426269531
173,24,3,9.737968444824219
174,24,3,9.83572006225586
175,24,3,9.749889373779297
176,24,3,9.81283187866211
177,24,3,9.825944900512695
178,24,3,9.706974029541016
179,24,3,9.814023971557617
180,24,3,9.784936904907227
181,24,3,9.756326675415039
182,24,3,9.778022766113281
183,24,3,9.856224060058594
184,24,3,9.835958480834961
185,24,3,9.769916534423828
186,24,3,9.846925735473633
187,24,3,9.821891784667969
188,24,3,9.708166122436523
189,24,3,9.794235229492188
190,24,3,9.779930114746094
191,24,3,9.83572006225586
192,24,3,9.842872619628906
193,24,3,9.83119010925293
194,24,3,9.802818298339844
195,24,3,9.92441177368164
196,24,3,9.83119010925293
197,24,3,9.796857833862305
198,24,3,9.847879409790039
199,24,3,9.769916534423828
200,24,3,9.824037551879883
201,24,3,9.759902954101562
202,24,3,9.794950485229492
203,24,3,9.853839874267578
204,24,3,9.739875793457031
205,24,3,9.649276733398438
206,24,3,9.879112243652344
207,24,3,9.776115417480469
208,24,3,9.836912155151367
209,24,3,9.73200798034668
210,24,3,9.832143783569336
211,24,3,9.738922119140625
212,24,3,9.753942489624023
213,24,3,9.740352630615234
214,24,3,9.814023971557617
215,24,3,9.792089462280273
216,24,3,9.836912155151367
217,24,3,9.859085083007812
218,24,3,9.799003601074219
219,24,3,9.692192077636719
220,24,3,9.859085083007812
221,24,3,9.823083877563477
222,24,3,9.875774383544922
223,24,3,9.74893569946289
224,24,3,9.864091873168945
225,24,3,9.799957275390625
226,24,3,9.784936904907227
227,24,3,9.781837463378906
228,24,3,9.833097457885742
229,24,3,9.826898574829102
230,24,3,9.723186492919922
231,24,3,9.826183319091797
232,24,3,9.721040725708008
233,24,3,9.818315505981445
234,24,3,9.816884994506836
235,24,3,9.823799133300781
236,24,3,9.793758392333984
237,24,3,9.837865829467773
238,24,3,9.94110107421875
239,24,3,9.814977645874023
240,24,3,9.847879409790039
241,24,3,9.796857833862305
242,24,3,9.770631790161133
243,24,3,9.789228439331055
244,24,3,9.849071502685547
245,24,3,9.729146957397461
246,24,3,9.794950485229492
247,24,3,9.835004806518555
248,24,3,9.723901748657227
249,24,3,9.794950485229492
250,24,3,9.866952896118164
251,24,3,9.806156158447266
252,24,3,9.788036346435547
253,24,3,9.868860244750977
254,24,3,9.80067253112793
255,24,3,9.796142578125
256,24,3,9.714365005493164
257,24,3,9.76872444152832
258,24,3,9.792089462280273
259,24,3,9.730100631713867
260,24,3,9.747505187988281
261,24,3,9.880781173706055
262,24,3,9.82809066772461
263,24,3,9.835481643676758
264,24,3,9.729623794555664
265,24,3,9.807825088500977
266,24,3,9.738922119140625
267,24,3,9.836673736572266
268,24,3,9.74416732788086
269,24,3,9.809255599975586
270,24,3,9.80520248413086
271,24,3,9.774923324584961
272,24,3,9.816169738769531
273,24,3,9.793996810913086
274,24,3,9.76252555847168
275,24,3,9.869813919067383
276,24,3,9.705781936645508
277,24,3,9.727001190185547
278,24,3,9.293079376220703
279,24,3,9.808063507080078
280,24,3,9.816884994506836
281,24,3,9.817123413085938
282,24,3,9.770870208740234
283,24,3,9.839773178100586
284,24,3,9.930133819580078
285,24,3,9.850740432739258
286,24,3,9.68027114868164
287,24,3,9.841680526733398
288,24,3,9.750127792358398
289,24,3,9.855031967163086
290,24,3,9.799003601074219
291,24,3,9.83881950378418
292,24,3,9.789228439331055
293,24,3,9.807825088500977
294,24,3,9.873151779174805
295,24,3,9.754180908203125
296,24,3,9.727001190185547
297,24,3,9.809017181396484
298,24,3,9.861230850219727
299,24,3,9.776115417480469
300,24,3,9.783029556274414
301,24,3,9.884834289550781
302,24,3,9.7808837890625
303,24,3,9.840011596679688
304,24,3,9.80377197265625
305,24,3,9.64975357055664
306,24,3,9.813070297241211
307,24,3,9.7808837890625
308,24,3,9.66787338256836
309,24,3,9.806394577026367
310,24,3,9.816884994506836
311,24,3,9.695053100585938
312,24,3,9.707212448120117
313,24,3,9.724855422973633
314,24,3,9.800910949707031
315,24,3,9.702920913696289
316,24,3,9.797811508178711
317,24,3,9.826898574829102
318,24,3,9.774923324584961
319,24,3,9.708881378173828
320,24,3,9.663105010986328
321,24,3,9.791851043701172
322,24,3,9.739875793457031
323,24,3,9.70911979675293
324,24,3,9.773969650268555
325,24,3,9.715080261230469
326,24,3,9.790182113647461
327,24,3,9.857892990112305
328,24,3,9.849309921264648
329,24,3,9.664773941040039
330,24,3,9.767770767211914
331,24,3,9.837865829467773
332,24,3,9.767293930053711
333,24,3,9.665966033935547
334,24,3,9.752035140991211
335,24,3,9.791374206542969
336,24,3,9.720087051391602
337,24,3,9.814739227294922
338,24,3,9.81593132019043
339,24,3,9.722232818603516
340,24,3,9.867668151855469
341,24,3,9.769916534423828
342,24,3,9.668111801147461
343,24,3,9.72127914428711
344,24,3,9.87386703491211
345,24,3,9.840011596679688
346,24,3,9.770870208740234
347,24,3,9.80997085571289
348,24,3,9.778022766113281
349,24,3,9.784936904907227
350,24,3,9.752273559570312
351,24,3,9.763002395629883
352,24,3,9.89079475402832
353,24,3,9.791135787963867
354,24,3,9.836912155151367
355,24,3,9.786128997802734
356,24,3,9.802103042602539
357,24,3,9.697914123535156
358,24,3,9.778976440429688
359,24,3,9.686946868896484
360,24,3,9.744882583618164
361,24,3,9.667158126831055
362,24,3,9.78708267211914
363,24,3,9.69386100769043
364,24,3,9.885072708129883
365,24,3,9.781837463378906
366,24,3,9.803056716918945
367,24,3,9.825944900512695
368,24,3,9.808063507080078
369,24,3,9.709358215332031
370,24,3,9.802103042602539
371,24,3,9.786128997802734
372,24,3,9.694337844848633
373,24,3,9.837865829467773
374,24,3,9.860992431640625
375,24,3,9.837150573730469
376,24,3,9.791851043701172
377,24,3,9.87100601196289
378,24,3,9.797811508178711
379,24,3,9.80377197265625
380,24,3,9.774923324584961
381,24,3,9.829998016357422
382,24,3,9.790658950805664
383,24,3,9.833812713623047
384,24,3,9.834051132202148
385,24,3,9.788036346435547
386,24,3,9.743928909301758
387,24,3,9.874105453491211
388,24,3,9.732246398925781
389,24,3,9.799003601074219
390,24,3,9.783029556274414
391,24,3,9.792804718017578
392,24,3,9.877920150756836
393,24,3,10.647296905517578
394,24,3,9.881258010864258
395,24,3,9.851932525634766
396,24,3,9.699106216430664
397,24,3,9.825944900512695
398,24,3,9.819984436035156
399,24,3,9.727954864501953
400,24,3,9.783029556274414
401,24,3,9.817838668823242
402,24,3,9.770870208740234
403,24,3,9.87100601196289
404,24,3,9.75799560546875
405,24,3,9.809732437133789
406,24,3,9.87100601196289
407,24,3,9.788990020751953
408,24,3,9.771108627319336
409,24,3,9.856939315795898
410,24,3,9.750843048095703
411,24,5,47.10197448730469
412,24,3,6.951093673706055
413,24,3,9.75489616394043
414,24,3,9.751081466674805
415,24,3,9.854555130004883
416,24,3,9.809017181396484
417,24,3,9.795904159545898
418,24,3,9.854793548583984
419,24,3,9.72604751586914
420,24,3,9.723901748657227
421,24,3,9.861230850219727
422,24,3,9.826898574829102
423,24,3,9.773969650268555
424,24,3,9.813070297241211
425,24,3,9.796142578125
426,24,3,9.815692901611328
427,24,3,9.769201278686523
428,24,3,9.852886199951172
429,24,3,9.790182113647461
430,24,3,9.772062301635742
431,24,3,9.837865829467773
432,24,3,9.791135787963867
433,24,3,9.82809066772461
434,24,3,9.839773178100586
435,24,3,9.743928909301758
436,24,3,9.829044342041016
437,24,3,9.772300720214844
438,24,3,9.72890853881836
439,24,3,9.849071502685547
440,24,3,9.7808837890625
441,24,3,9.74893569946289
442,24,3,9.819984436035156
443,24,3,9.785175323486328
444,24,3,9.810686111450195
445,24,3,9.870052337646484
446,24,3,9.783744812011719
447,24,3,9.843111038208008
