,TBS,SegmentsNum,PacketSize,SegmentDelay(noSched),QueueingDelay(noSched)
0,24,1,53,9.531974792480469,9.530067443847656
1,24,3,52,9.627819061279297,2.0558834075927734
2,24,1,253,9.535789489746094,9.537935256958008
3,24,3,52,9.49406623840332,2.0189285278320312
4,24,2,79,11.957883834838867,9.500980377197266
5,24,3,52,9.716033935546875,2.0360946655273438
6,24,2,1028,10.192632675170898,9.560108184814453
7,24,1,1028,10.06174087524414,10.059118270874023
8,24,4,1028,10.192155838012695,2.068042755126953
9,24,4,1028,10.117053985595703,1.9860267639160156
10,24,4,1028,10.196924209594727,2.087116241455078
11,24,4,1028,10.091066360473633,2.0051002502441406
12,24,4,1028,10.181903839111328,2.031087875366211
13,24,4,1028,10.14089584350586,2.020120620727539
14,24,4,1028,10.119915008544922,2.048015594482422
15,24,4,1028,10.120153427124023,2.012968063354492
16,24,4,1028,10.135412216186523,2.0380020141601562
17,24,4,1028,10.139942169189453,2.029895782470703
18,24,4,1028,10.061025619506836,1.9917488098144531
19,24,3,1028,9.866714477539062,2.095937728881836
20,24,3,1028,9.704113006591797,2.0110607147216797
21,24,3,1028,9.750127792358398,2.0380020141601562
22,24,3,1028,9.703636169433594,2.022981643676758
23,24,3,1028,9.765863418579102,2.0508766174316406
24,24,3,1028,9.718656539916992,2.023935317993164
25,24,3,1028,9.80687141418457,2.0508766174316406
26,24,3,1028,9.795188903808594,2.0339488983154297
27,24,3,1028,9.776830673217773,2.067089080810547
28,24,3,1028,9.858131408691406,2.051115036010742
29,24,3,1028,9.842157363891602,2.0771026611328125
30,24,3,1028,9.746074676513672,1.9989013671875
31,24,3,1028,9.705781936645508,2.028942108154297
32,24,3,1028,9.812116622924805,2.0139217376708984
33,24,3,1028,9.857654571533203,2.0427703857421875
34,24,3,1028,9.817123413085938,2.025127410888672
35,24,3,1028,9.835004806518555,2.068042755126953
36,24,3,1028,9.879589080810547,2.0449161529541016
37,24,3,1028,9.919166564941406,2.040863037109375
38,24,3,1028,9.807825088500977,2.0220279693603516
39,24,3,1028,9.798049926757812,2.0551681518554688
40,24,3,1028,9.835004806518555,2.0360946655273438
41,24,3,1028,9.76705551147461,2.068042755126953
42,24,3,1028,9.75179672241211,1.992940902709961
43,24,3,1028,9.793996810913086,2.0689964294433594
44,24,3,1028,9.737014770507812,1.9898414611816406
45,24,3,1028,9.807109832763672,2.08282470703125
46,24,3,1028,9.820938110351562,2.004861831665039
47,24,3,1028,9.729862213134766,2.0329952239990234
48,24,3,1028,9.760618209838867,2.0170211791992188
49,24,3,1028,9.799957275390625,2.0461082458496094
50,24,3,1028,9.816884994506836,2.0291805267333984
51,24,3,1028,9.844064712524414,2.064943313598633
52,24,3,1028,9.86027717590332,2.0279884338378906
53,24,3,1028,9.849071502685547,2.0530223846435547
54,24,3,1028,9.857892990112305,2.0339488983154297
55,24,3,1028,9.805917739868164,2.079010009765625
56,24,3,1028,9.702205657958984,1.9869804382324219
57,24,3,1028,9.770870208740234,2.074003219604492
58,24,3,1028,9.877920150756836,2.0051002502441406
59,24,3,1028,9.75489616394043,2.023935317993164
60,24,3,1028,9.872913360595703,2.0160675048828125
61,24,3,1028,9.815216064453125,2.0439624786376953
62,24,3,1028,9.781122207641602,2.025127410888672
63,24,3,1028,9.742259979248047,2.0599365234375
64,24,3,1028,9.864330291748047,2.043008804321289
65,24,3,1028,9.820699691772461,2.071857452392578
66,24,3,1028,9.692907333374023,1.9898414611816406
67,24,3,1028,9.746789932250977,1.9960403442382812
68,24,3,1028,9.72127914428711,1.9841194152832031
69,24,3,1028,9.736776351928711,2.0139217376708984
70,24,3,1028,9.778976440429688,1.9979476928710938
71,24,3,1028,9.743928909301758,2.0258426666259766
72,24,3,1028,9.842872619628906,2.0160675048828125
73,24,3,1028,9.839773178100586,2.045869827270508
74,24,3,1028,9.803056716918945,2.0270347595214844
75,24,5,1028,39.43991661071777,2.0132064819335938
76,24,3,1028,7.08317756652832,2.0439624786376953
77,24,3,1028,9.721994400024414,2.006053924560547
78,24,3,1028,9.712934494018555,1.9919872283935547
79,24,3,1028,9.748220443725586,2.0189285278320312
80,24,3,1028,9.750843048095703,2.0051002502441406
81,24,3,1028,9.705066680908203,2.012014389038086
82,24,3,1028,9.746789932250977,1.9938945770263672
83,24,3,1028,9.747982025146484,2.0279884338378906
84,24,3,1028,9.870052337646484,2.0160675048828125
85,24,3,1028,9.824752807617188,2.0389556884765625
86,24,3,1028,9.852170944213867,2.0248889923095703
87,24,3,1028,9.723901748657227,1.985788345336914
88,24,3,1028,9.772062301635742,2.0401477813720703
89,24,3,1028,9.778022766113281,2.004861831665039
90,24,3,1028,9.725332260131836,1.9979476928710938
91,24,3,1028,9.74726676940918,2.0189285278320312
92,24,3,1028,9.790897369384766,2.0051002502441406
93,24,3,1028,9.74273681640625,2.029895782470703
94,24,3,1028,9.776592254638672,2.0189285278320312
95,24,3,1028,9.784936904907227,2.0449161529541016
96,24,3,1028,9.80520248413086,2.031087875366211
97,24,3,1028,9.692668914794922,1.9917488098144531
98,24,3,1028,9.84501838684082,2.046823501586914
99,24,3,1028,9.739875793457031,1.981973648071289
100,24,3,1028,9.818315505981445,2.03704833984375
101,24,3,1028,9.719133377075195,1.9941329956054688
102,24,3,1028,9.736061096191406,1.989126205444336
103,24,3,1028,9.77182388305664,2.0139217376708984
104,24,3,1028,9.911060333251953,2.0079612731933594
105,24,3,1028,9.790658950805664,2.029895782470703
106,24,3,1028,9.78994369506836,2.0608901977539062
107,24,3,1028,9.876012802124023,2.0520687103271484
108,24,3,1028,9.815454483032227,2.067089080810547
109,24,3,1028,9.800910949707031,2.0051002502441406
110,24,3,1028,9.738922119140625,2.0329952239990234
111,24,3,1028,9.756088256835938,2.0198822021484375
112,24,3,1028,9.895086288452148,2.046823501586914
113,24,3,1028,9.814023971557617,2.0198822021484375
114,24,3,1028,9.790182113647461,2.043008804321289
115,24,3,1028,9.845972061157227,2.028942108154297
116,24,3,1028,9.779930114746094,1.992940902709961
117,24,3,1028,9.788990020751953,2.0308494567871094
118,24,3,1028,9.746789932250977,1.9898414611816406
119,24,3,1028,9.860038757324219,2.046823501586914
120,24,3,1028,9.73820686340332,2.0101070404052734
121,24,3,1028,9.726762771606445,1.9938945770263672
122,24,3,1028,9.698867797851562,2.022981643676758
123,24,3,1028,9.805917739868164,2.009868621826172
124,24,3,1028,9.775876998901367,2.035856246948242
125,24,3,1028,9.772062301635742,2.023935317993164
126,24,3,1028,9.839773178100586,2.046823501586914
127,24,3,1028,9.844779968261719,2.034902572631836
128,24,3,1028,9.81593132019043,2.046823501586914
129,24,3,1028,9.846925735473633,2.0329952239990234
130,24,3,1028,9.696722030639648,1.992940902709961
131,24,3,1028,9.657859802246094,1.9919872283935547
132,24,3,1028,9.699344635009766,2.0110607147216797
133,24,3,1028,9.80687141418457,2.001047134399414
134,24,3,1028,9.763002395629883,2.023935317993164
135,24,3,1028,9.863138198852539,2.0170211791992188
136,24,4,1028,54.0313720703125,6.509065628051758
137,24,1,1028,9.526968002319336,9.530067443847656
138,24,3,1028,9.780168533325195,2.0308494567871094
139,24,3,1028,9.82809066772461,2.0258426666259766
