,TBS,SegmentsNum,SegmentDelay(noSched)
0,24,1,9.579896926879883
1,24,3,9.560108184814453
2,24,1,9.53221321105957
3,24,3,9.479761123657227
4,24,2,12.001991271972656
5,24,3,9.68480110168457
6,24,1,9.521007537841797
7,24,2,11.845111846923828
8,24,3,9.60993766784668
9,24,3,9.659051895141602
10,24,3,9.52005386352539
11,24,3,9.656906127929688
12,24,3,9.495019912719727
13,24,3,9.641885757446289
14,24,3,9.512186050415039
15,24,3,9.527206420898438
16,24,3,9.571075439453125
17,24,3,9.619712829589844
18,24,3,9.645938873291016
19,24,3,9.559869766235352
20,24,3,9.491920471191406
21,24,3,9.53984260559082
22,24,3,9.622812271118164
23,24,3,9.50479507446289
24,24,3,9.624958038330078
25,24,3,9.59014892578125
26,24,3,9.64212417602539
27,24,3,9.549140930175781
28,24,3,9.662151336669922
29,24,3,9.58395004272461
30,24,3,9.533166885375977
31,24,3,9.559869766235352
32,24,3,9.52291488647461
33,24,3,9.597063064575195
34,24,3,9.600400924682617
35,24,3,9.608030319213867
36,24,3,9.63902473449707
37,24,3,9.506940841674805
38,24,3,9.641885757446289
39,24,3,9.60683822631836
40,24,3,9.646177291870117
41,24,3,9.557962417602539
42,24,3,9.660005569458008
43,24,3,9.575843811035156
44,24,3,9.531974792480469
45,24,3,9.59324836730957
46,24,3,9.62209701538086
47,24,3,9.517908096313477
48,24,3,9.63592529296875
49,24,3,9.613037109375
50,24,3,9.62686538696289
51,24,3,9.561777114868164
52,24,3,9.660959243774414
53,24,3,9.564876556396484
54,24,3,9.678840637207031
55,24,3,9.590864181518555
56,24,3,9.612798690795898
57,24,3,9.53817367553711
58,24,3,9.553909301757812
59,24,3,9.532928466796875
60,24,3,9.656906127929688
61,24,3,9.503841400146484
62,24,3,9.602069854736328
63,24,3,9.584188461303711
64,24,3,9.630680084228516
65,24,3,9.652137756347656
66,24,3,9.63592529296875
67,24,3,9.572982788085938
68,24,3,9.62209701538086
69,24,3,9.545087814331055
70,24,3,9.521007537841797
71,24,3,9.568929672241211
72,24,3,9.615898132324219
73,24,3,9.580850601196289
74,24,3,9.64665412902832
75,24,3,9.650945663452148
76,24,3,9.60230827331543
77,24,3,9.525060653686523
78,24,3,9.623289108276367
79,24,3,9.550809860229492
80,24,3,9.502887725830078
81,24,3,9.54294204711914
82,24,3,9.524106979370117
83,24,3,9.552240371704102
84,24,3,9.630203247070312
85,24,3,9.543895721435547
86,24,3,9.628772735595703
87,24,3,9.639739990234375
88,24,3,9.618997573852539
89,24,3,9.503841400146484
90,24,3,9.624242782592773
91,24,3,9.557962417602539
92,24,3,9.570121765136719
93,24,3,9.526968002319336
94,24,3,9.515762329101562
95,24,3,9.551048278808594
96,24,3,9.597063064575195
97,24,3,9.543180465698242
98,24,3,9.562253952026367
99,24,3,9.613990783691406
100,24,3,9.54294204711914
101,24,3,9.536981582641602
102,24,3,9.582996368408203
103,24,3,9.521007537841797
104,24,3,9.615182876586914
105,24,3,9.580612182617188
106,24,3,9.60683822631836
107,24,3,9.619712829589844
108,24,3,9.596109390258789
109,24,3,9.599924087524414
110,24,3,9.532928466796875
111,24,3,9.59634780883789
112,24,3,9.662866592407227
113,24,3,9.624481201171875
114,24,3,9.560823440551758
115,24,3,9.618997573852539
116,24,3,9.660720825195312
117,24,3,9.631872177124023
118,24,3,9.549140930175781
119,24,3,9.643793106079102
120,24,3,9.56869125366211
121,24,3,9.595870971679688
122,24,3,9.567975997924805
123,24,3,9.634971618652344
124,24,3,9.650945663452148
125,24,3,9.629964828491211
126,24,3,9.527921676635742
127,24,3,9.628057479858398
128,24,3,9.519100189208984
129,24,3,9.616851806640625
130,24,3,9.631156921386719
131,24,3,9.61923599243164
132,24,3,9.559869766235352
133,24,3,9.63902473449707
134,24,3,9.552717208862305
135,24,3,9.596824645996094
136,24,3,9.589910507202148
137,24,3,9.618997573852539
138,24,3,9.618997573852539
139,24,3,9.615898132324219
140,24,3,9.557723999023438
141,24,3,9.638786315917969
142,24,3,9.53221321105957
143,24,3,9.538650512695312
144,24,3,9.556770324707031
145,24,3,9.615898132324219
146,24,3,9.567975997924805
147,24,3,9.550094604492188
148,24,3,9.63902473449707
149,24,3,9.609222412109375
150,24,3,9.590864181518555
151,24,3,9.567022323608398
152,24,3,9.668350219726562
153,24,3,9.568929672241211
154,24,3,9.541988372802734
155,24,3,9.576082229614258
156,24,3,9.517908096313477
157,24,3,9.551763534545898
158,24,3,9.531259536743164
159,24,3,9.50002670288086
160,24,3,9.598016738891602
161,24,3,9.624958038330078
162,24,3,9.552955627441406
163,24,3,9.57798957824707
164,24,3,9.670019149780273
165,24,3,9.576797485351562
166,24,3,9.608745574951172
167,24,3,9.606122970581055
168,24,3,9.530305862426758
169,24,3,9.566783905029297
170,24,3,9.63592529296875
171,24,3,9.51385498046875
172,24,3,9.639263153076172
173,24,3,9.567737579345703
174,24,3,9.607076644897461
175,24,3,9.562015533447266
176,24,3,9.68790054321289
177,24,3,9.527206420898438
178,24,3,9.681940078735352
179,24,3,9.55510139465332
180,24,3,9.56106185913086
181,24,3,9.557962417602539
182,24,3,9.619951248168945
183,24,3,9.52911376953125
184,24,3,9.662151336669922
185,24,3,9.608983993530273
186,24,3,9.676933288574219
187,24,3,9.566783905029297
188,24,3,9.675025939941406
189,24,3,9.550094604492188
190,24,3,9.54294204711914
191,24,3,9.552955627441406
192,24,3,9.541988372802734
193,24,3,9.563207626342773
194,24,3,9.62209701538086
195,24,3,9.530067443847656
196,24,3,9.651899337768555
197,24,3,9.584903717041016
198,24,3,9.660959243774414
199,24,3,9.537935256958008
200,24,3,9.591817855834961
201,24,3,9.546279907226562
202,24,3,9.557247161865234
203,24,3,9.556293487548828
204,24,3,9.618997573852539
205,24,3,9.648799896240234
206,24,3,9.56583023071289
207,24,3,9.560108184814453
208,24,3,9.57489013671875
209,24,3,9.538888931274414
210,24,3,9.52005386352539
211,24,3,9.517192840576172
212,24,3,9.626150131225586
213,24,3,9.589910507202148
214,24,3,9.497642517089844
215,24,3,9.639978408813477
216,24,3,9.628057479858398
217,24,3,9.618043899536133
218,24,3,9.546041488647461
219,24,3,9.645938873291016
220,24,3,9.559154510498047
221,24,3,9.602069854736328
222,24,3,9.505987167358398
223,24,3,9.607076644897461
224,24,3,9.594202041625977
225,24,3,9.627819061279297
226,24,3,9.551763534545898
227,24,3,9.609699249267578
228,24,3,9.503841400146484
229,24,3,9.629964828491211
230,24,3,9.625911712646484
231,24,3,9.641885757446289
232,24,3,9.552240371704102
233,24,3,9.645223617553711
234,24,3,9.563922882080078
235,24,3,9.505033493041992
236,24,3,9.580850601196289
237,24,3,9.634971618652344
238,24,3,9.537935256958008
239,24,3,9.63902473449707
240,24,3,9.636878967285156
241,24,3,9.657859802246094
242,24,3,9.547948837280273
243,24,3,9.644746780395508
244,24,3,9.547233581542969
245,24,3,9.592771530151367
246,24,3,9.623050689697266
247,24,3,9.610891342163086
248,24,3,9.556055068969727
249,24,3,9.610176086425781
250,24,3,9.486913681030273
251,24,3,9.629964828491211
252,24,3,9.630203247070312
253,24,3,9.617090225219727
254,24,3,9.521722793579102
255,24,3,9.629011154174805
256,24,3,9.541034698486328
257,24,3,9.628057479858398
258,24,3,9.532928466796875
259,24,3,9.528875350952148
260,24,3,9.54890251159668
261,24,3,9.598016738891602
262,24,3,9.562253952026367
263,24,3,9.603023529052734
264,24,3,9.559869766235352
265,24,3,9.61923599243164
266,24,3,9.641170501708984
267,24,3,9.632110595703125
268,24,3,9.536027908325195
269,24,3,9.655952453613281
270,24,3,9.561777114868164
271,24,3,9.509086608886719
272,24,3,9.544134140014648
273,24,3,9.509086608886719
274,24,3,9.582996368408203
275,24,3,9.645223617553711
276,24,3,9.557962417602539
277,24,3,9.58395004272461
278,24,3,9.631872177124023
279,24,3,9.617090225219727
280,24,3,9.52911376953125
281,24,3,9.648799896240234
282,24,3,9.540081024169922
283,24,3,9.5367431640625
284,24,3,9.572029113769531
285,24,3,9.536981582641602
286,24,3,9.573221206665039
287,24,3,9.627103805541992
288,24,3,9.567022323608398
289,24,3,9.523868560791016
290,24,3,9.602785110473633
291,24,3,9.543895721435547
292,24,3,9.579181671142578
293,24,3,9.554862976074219
294,24,3,9.602785110473633
295,24,3,9.633779525756836
296,24,3,9.627103805541992
297,24,3,9.5062255859375
298,24,3,9.636163711547852
299,24,3,9.503841400146484
300,24,3,9.612321853637695
