,TBS,SegmentsNum,PacketSize,SegmentDelay(noSched)
0,24,1,53,6.857872009277344
1,24,3,52,9.312152862548828
2,24,1,253,9.299278259277344
3,24,3,52,5.219697952270508
4,24,2,79,7.835149765014648
5,24,3,52,6.883859634399414
6,24,1,228,8.929967880249023
7,24,2,228,11.257171630859375
8,24,3,228,9.098052978515625
9,24,3,228,9.186029434204102
10,24,3,228,9.119987487792969
11,24,3,228,9.293794631958008
12,24,3,228,9.208917617797852
13,24,3,228,9.39178466796875
14,24,3,228,9.336233139038086
15,24,3,228,9.38725471496582
16,24,3,228,9.505987167358398
17,24,3,228,9.58871841430664
18,24,3,228,4.700899124145508
19,24,3,228,4.649877548217773
20,24,3,228,4.65703010559082
21,24,3,228,4.736900329589844
22,24,3,228,4.876613616943359
23,24,3,228,4.804849624633789
24,24,3,228,5.005121231079102
25,24,3,228,5.006313323974609
26,24,3,228,5.133152008056641
27,24,3,228,5.074024200439453
28,24,3,228,5.262136459350586
29,24,3,228,5.216836929321289
30,24,3,228,5.223274230957031
31,24,3,228,5.303859710693359
32,24,3,228,5.342960357666016
33,24,3,228,5.451202392578125
34,24,3,228,5.530357360839844
35,24,3,228,5.573034286499023
36,24,3,228,5.679845809936523
37,24,3,228,5.580902099609375
38,24,3,228,5.790948867797852
39,24,3,228,5.790948867797852
40,24,3,228,5.861043930053711
41,24,3,228,5.8498382568359375
42,24,3,228,5.987882614135742
43,24,3,228,5.978822708129883
44,24,3,228,5.967140197753906
45,24,3,228,6.105184555053711
46,24,3,228,6.167888641357422
47,24,3,228,6.140708923339844
48,24,3,228,6.290912628173828
49,24,3,228,6.345987319946289
50,24,3,228,6.392002105712891
51,24,3,228,6.4067840576171875
52,24,3,228,6.539106369018555
53,24,3,228,6.530046463012695
54,24,3,228,6.684780120849609
55,24,3,228,6.663799285888672
56,24,3,228,6.720781326293945
57,24,3,228,6.7272186279296875
58,24,3,228,6.77490234375
59,24,3,228,6.8340301513671875
60,24,3,228,6.986856460571289
61,24,3,228,6.907939910888672
62,24,3,228,7.044076919555664
