,TBS,SegmentsNum,PacketSize,SegmentDelay(noSched),QueueingDelay(noSched)
0,24,1,53,9.579896926879883,9.578943252563477
1,24,3,52,9.560108184814453,2.003908157348633
2,24,1,253,9.53221321105957,9.531021118164062
3,24,3,52,9.479761123657227,2.003908157348633
4,24,2,79,12.001991271972656,9.490966796875
5,24,3,52,9.68480110168457,2.0360946655273438
6,24,1,228,9.521007537841797,9.521007537841797
7,24,2,228,11.845111846923828,9.521961212158203
8,24,3,228,9.60993766784668,2.019166946411133
9,24,3,228,9.659051895141602,2.0470619201660156
10,24,3,228,9.52005386352539,1.9710063934326172
11,24,3,228,9.656906127929688,2.0689964294433594
12,24,3,228,9.495019912719727,1.956939697265625
13,24,3,228,9.641885757446289,2.051115036010742
14,24,3,228,9.512186050415039,1.9741058349609375
15,24,3,228,9.527206420898438,1.9991397857666016
16,24,3,228,9.571075439453125,2.028942108154297
17,24,3,228,9.619712829589844,2.016782760620117
18,24,3,228,9.645938873291016,2.0499229431152344
19,24,3,228,9.559869766235352,2.0449161529541016
20,24,3,228,9.491920471191406,1.9998550415039062
21,24,3,228,9.53984260559082,2.0499229431152344
22,24,3,228,9.622812271118164,2.016782760620117
23,24,3,228,9.50479507446289,2.001047134399414
24,24,3,228,9.624958038330078,2.0339488983154297
25,24,3,228,9.59014892578125,2.0170211791992188
26,24,3,228,9.64212417602539,2.043008804321289
27,24,3,228,9.549140930175781,2.0329952239990234
28,24,3,228,9.662151336669922,2.0570755004882812
29,24,3,228,9.58395004272461,2.0439624786376953
30,24,3,228,9.533166885375977,2.003908157348633
31,24,3,228,9.559869766235352,2.0439624786376953
32,24,3,228,9.52291488647461,2.004861831665039
33,24,3,228,9.597063064575195,2.0599365234375
34,24,3,228,9.600400924682617,2.000093460083008
35,24,3,228,9.608030319213867,2.046823501586914
36,24,3,228,9.63902473449707,2.0170211791992188
37,24,3,228,9.506940841674805,1.9981861114501953
38,24,3,228,9.641885757446289,2.0270347595214844
39,24,3,228,9.60683822631836,2.0148754119873047
40,24,3,228,9.646177291870117,2.0399093627929688
41,24,3,228,9.557962417602539,2.0279884338378906
42,24,3,228,9.660005569458008,2.054929733276367
43,24,3,228,9.575843811035156,2.0351409912109375
44,24,3,228,9.531974792480469,2.0020008087158203
45,24,3,228,9.59324836730957,2.0580291748046875
46,24,3,228,9.62209701538086,2.0189285278320312
47,24,3,228,9.517908096313477,2.003908157348633
48,24,3,228,9.63592529296875,2.0339488983154297
49,24,3,228,9.613037109375,2.0210742950439453
50,24,3,228,9.62686538696289,2.0439624786376953
51,24,3,228,9.561777114868164,2.034902572631836
52,24,3,228,9.660959243774414,2.0618438720703125
53,24,3,228,9.564876556396484,2.035856246948242
54,24,3,228,9.678840637207031,2.0618438720703125
55,24,3,228,9.590864181518555,2.0470619201660156
56,24,3,228,9.612798690795898,2.007007598876953
57,24,3,228,9.53817367553711,2.006053924560547
58,24,3,228,9.553909301757812,2.0248889923095703
59,24,3,228,9.532928466796875,1.9910335540771484
60,24,3,228,9.656906127929688,2.0618438720703125
61,24,3,228,9.503841400146484,1.979827880859375
62,24,3,228,9.602069854736328,2.0089149475097656
63,24,3,228,9.584188461303711,2.0380020141601562
64,24,3,228,9.630680084228516,2.023935317993164
65,24,3,228,9.652137756347656,2.048015594482422
66,24,3,228,9.63592529296875,2.0389556884765625
67,24,3,228,9.572982788085938,1.9979476928710938
68,24,3,228,9.62209701538086,2.045869827270508
69,24,3,228,9.545087814331055,2.012968063354492
70,24,3,228,9.521007537841797,1.9979476928710938
71,24,3,228,9.568929672241211,2.0270347595214844
72,24,3,228,9.615898132324219,2.0139217376708984
73,24,3,228,9.580850601196289,2.0368099212646484
74,24,3,228,9.64665412902832,2.0461082458496094
75,24,3,228,9.650945663452148,2.0558834075927734
76,24,3,228,9.60230827331543,2.03704833984375
77,24,3,228,9.525060653686523,2.0029544830322266
78,24,3,228,9.623289108276367,2.0530223846435547
79,24,3,228,9.550809860229492,2.0148754119873047
80,24,3,228,9.502887725830078,2.000093460083008
81,24,3,228,9.54294204711914,2.0160675048828125
82,24,3,228,9.524106979370117,1.9981861114501953
