,TBS,SegmentsNum,PacketSize,SegmentDelay(noSched)
0,24,1,253,9.347200393676758
1,24,3,52,4.834175109863281
2,24,2,79,7.439851760864258
3,24,3,52,6.890058517456055
4,24,1,128,8.509159088134766
5,24,1,128,8.513927459716797
6,24,3,128,8.581161499023438
7,24,3,128,8.733034133911133
8,24,3,128,8.76307487487793
9,24,3,128,8.887767791748047
10,24,3,128,8.83030891418457
11,24,3,128,8.993148803710938
12,24,3,128,8.888006210327148
13,24,3,128,9.002685546875
14,24,3,128,9.009361267089844
15,24,3,128,9.19795036315918
16,24,3,128,9.142875671386719
17,24,3,128,9.243011474609375
18,24,3,128,9.238958358764648
19,24,3,128,9.391069412231445
20,24,3,128,9.487152099609375
21,24,3,128,9.531974792480469
22,24,3,128,9.452104568481445
23,24,3,128,9.651899337768555
24,24,3,128,9.572505950927734
25,24,3,128,4.749298095703125
26,24,3,128,4.836320877075195
27,24,3,128,4.744768142700195
28,24,3,128,4.94694709777832
29,24,3,128,4.966020584106445
30,24,3,128,5.046367645263672
31,24,3,128,5.015134811401367
32,24,3,128,5.175113677978516
33,24,3,128,5.118131637573242
34,24,3,128,5.246162414550781
35,24,3,128,5.155801773071289
36,24,3,128,5.3768157958984375
37,24,3,128,5.377054214477539
38,24,3,128,5.5027008056640625
39,24,3,128,5.49006462097168
40,24,3,128,5.602121353149414
41,24,3,128,5.551815032958984
42,24,3,128,5.729913711547852
43,24,3,128,5.694150924682617
44,24,3,128,5.705833435058594
45,24,3,128,5.814790725708008
46,24,3,128,5.927085876464844
47,24,3,128,5.889892578125
48,24,3,128,6.031274795532227
49,24,3,128,5.985021591186523
50,24,3,128,6.179094314575195
51,24,3,128,6.155729293823242
52,24,3,128,6.2770843505859375
53,24,3,128,6.16145133972168
54,24,3,128,6.434440612792969
55,24,3,128,6.271123886108398
56,24,3,128,6.523370742797852
57,24,3,128,6.387472152709961
58,24,3,128,6.560087203979492
59,24,3,128,6.539106369018555
60,24,3,128,6.687164306640625
61,24,3,128,6.7272186279296875
62,24,3,128,6.819009780883789
63,24,3,128,6.712913513183594
64,24,3,128,6.901741027832031
65,24,3,128,6.845712661743164
66,24,3,128,6.888866424560547
67,24,3,128,6.955862045288086
68,24,3,48,6.793022155761719
69,63,3,128,7.044792175292969
70,24,3,128,7.080078125
71,24,3,128,7.206201553344727
72,24,3,128,7.192373275756836
73,24,3,128,7.285356521606445
74,24,3,128,7.303714752197266
75,24,3,128,7.442235946655273
76,24,3,128,7.482290267944336
77,24,3,128,7.561206817626953
78,24,3,128,7.483482360839844
79,24,3,128,7.720947265625
80,24,3,128,7.594108581542969
81,24,3,128,7.673025131225586
82,24,3,128,7.754325866699219
83,24,3,128,7.8601837158203125
84,24,3,128,7.8830718994140625
85,24,3,128,7.996082305908203
86,24,3,128,8.052587509155273
87,24,3,128,8.053779602050781
88,24,3,128,8.09621810913086
89,24,3,128,8.175849914550781
90,24,3,128,8.204936981201172
91,24,3,128,8.244037628173828
92,24,3,128,8.309125900268555
93,24,3,128,8.317708969116211
94,24,3,128,8.426666259765625
95,24,3,128,8.532047271728516
96,24,3,128,8.548498153686523
97,24,3,128,8.571863174438477
98,24,3,128,8.67605209350586
99,24,3,128,8.775711059570312
100,24,3,128,8.862733840942383
101,24,4,128,44.06380653381348
102,24,2,128,4.005193710327148
103,24,3,128,8.954048156738281
104,24,3,128,8.994102478027344
105,24,3,128,9.04226303100586
106,24,3,128,9.076833724975586
107,24,3,128,9.123802185058594
108,24,3,128,9.22083854675293
109,24,3,128,9.29117202758789
110,24,3,128,9.345054626464844
111,24,3,128,9.380102157592773
112,24,3,128,9.564876556396484
113,24,3,128,9.521007537841797
114,24,3,128,9.642601013183594
115,24,3,128,9.618043899536133
116,24,3,128,4.612207412719727
117,24,3,128,4.657745361328125
118,24,3,128,4.797697067260742
119,24,3,128,4.796028137207031
120,24,3,128,4.927158355712891
121,24,3,128,4.96983528137207
122,24,3,128,5.040884017944336
123,24,3,128,4.961729049682617
124,24,3,128,5.212068557739258
125,24,3,128,5.113124847412109
126,24,3,128,5.227327346801758
127,24,3,128,5.234003067016602
128,24,3,128,5.32078742980957
129,24,3,128,5.329132080078125
130,24,3,128,5.508899688720703
131,24,3,128,5.462646484375
132,24,3,128,5.633115768432617
133,24,3,128,5.66411018371582
134,24,3,128,5.6858062744140625
135,24,3,128,5.58781623840332
136,24,3,128,5.759000778198242
137,24,3,128,5.797386169433594
138,24,3,128,5.813121795654297
139,24,3,128,5.967855453491211
140,24,3,128,6.0100555419921875
141,24,3,128,6.11424446105957
142,24,3,128,6.162166595458984
143,24,3,128,6.246089935302734
144,24,3,128,6.200075149536133
145,24,3,128,6.303071975708008
146,24,3,128,6.340503692626953
147,24,3,128,6.353855133056641
148,24,3,128,6.364107131958008
149,24,3,128,6.4487457275390625
150,24,3,128,6.555318832397461
151,24,3,128,6.557941436767578
152,24,3,128,6.588935852050781
153,24,3,128,6.720066070556641
154,24,3,128,6.814718246459961
155,24,3,128,6.908893585205078
156,24,3,128,6.833076477050781
157,24,3,128,6.9484710693359375
158,24,3,128,6.9789886474609375
159,24,3,128,7.070064544677734
160,24,3,128,7.0400238037109375
161,24,3,128,7.189035415649414
162,24,3,128,7.207155227661133
163,24,3,128,7.323741912841797
164,24,3,128,7.35783576965332
165,24,3,128,7.467985153198242
166,24,3,128,7.399082183837891
167,24,3,128,7.468938827514648
168,24,3,128,7.561206817626953
169,24,3,128,7.64012336730957
170,24,3,128,7.68733024597168
171,24,3,128,7.768154144287109
172,24,3,128,7.736444473266602
173,24,3,128,7.890939712524414
174,24,3,128,7.911205291748047
175,24,3,128,8.030176162719727
176,24,3,128,7.951259613037109
177,24,3,128,8.122682571411133
178,24,3,128,8.09621810913086
179,24,3,128,8.136510848999023
180,24,3,128,8.217096328735352
181,24,3,128,8.301973342895508
182,24,3,128,8.27479362487793
183,24,3,128,8.443117141723633
184,24,3,128,8.379459381103516
185,24,3,128,8.57090950012207
186,24,3,128,8.60285758972168
187,24,3,128,8.667945861816406
188,24,3,128,8.628129959106445
189,24,3,128,8.814096450805664
190,24,3,128,8.771181106567383
191,24,3,128,8.907318115234375
192,24,3,128,8.842229843139648
193,24,3,128,8.906841278076172
194,24,3,128,8.901834487915039
195,24,3,128,9.057044982910156
196,24,3,128,9.017705917358398
197,24,3,128,9.202003479003906
198,24,3,128,9.177923202514648
199,24,3,128,9.327888488769531
200,24,3,128,9.356975555419922
201,24,3,128,9.436607360839844
202,24,3,128,9.337902069091797
203,24,3,128,9.554862976074219
204,24,3,128,9.459972381591797
205,24,3,128,9.58395004272461
206,24,3,128,4.646062850952148
207,24,3,128,4.657745361328125
208,24,3,128,4.81104850769043
209,24,3,128,4.788875579833984
210,24,3,128,4.940032958984375
211,24,3,128,4.916191101074219
212,24,3,128,4.969120025634766
213,24,3,128,5.048990249633789
214,24,3,128,5.144357681274414
215,24,3,128,5.080699920654297
216,24,3,128,5.259037017822266
217,24,3,128,5.298852920532227
218,24,3,128,5.382776260375977
219,24,3,128,5.40471076965332
220,24,3,128,5.501031875610352
221,24,3,128,5.465030670166016
222,24,3,128,5.635976791381836
223,24,3,128,5.583763122558594
224,24,3,128,5.649328231811523
225,24,3,128,5.738973617553711
226,24,3,128,5.837202072143555
227,24,3,128,5.7811737060546875
228,24,3,128,5.952119827270508
229,24,3,128,5.945920944213867
230,24,3,128,6.084203720092773
231,24,3,128,6.033182144165039
232,24,3,128,6.190061569213867
233,24,3,128,6.196022033691406
234,24,3,128,6.307840347290039
235,24,3,128,6.238222122192383
236,24,3,128,6.33692741394043
237,24,3,128,6.330728530883789
238,24,3,128,6.45899772644043
239,24,3,128,6.4411163330078125
240,24,3,128,6.6070556640625
241,24,3,128,6.609916687011719
242,24,3,128,6.728172302246094
243,24,3,128,6.58869743347168
244,24,3,128,6.850004196166992
245,24,3,128,6.735086441040039
246,24,3,128,6.833553314208984
247,24,3,128,6.891965866088867
248,24,3,128,7.0438385009765625
249,24,3,128,6.985187530517578
250,24,3,128,7.142782211303711
251,24,3,128,7.09843635559082
252,24,3,128,7.28917121887207
253,24,3,128,7.306575775146484
254,24,3,128,7.381916046142578
255,24,3,128,7.258892059326172
256,24,3,128,7.494688034057617
257,24,3,128,7.415056228637695
258,24,3,128,7.543087005615234
259,24,3,128,7.535219192504883
260,24,3,128,7.646799087524414
261,24,3,128,7.7304840087890625
262,24,3,128,7.791996002197266
263,24,3,128,7.716178894042969
264,24,3,128,7.896900177001953
265,24,3,128,7.972955703735352
266,24,3,128,8.028268814086914
267,24,3,128,8.027076721191406
268,24,3,128,8.107900619506836
269,24,3,128,8.049964904785156
270,24,3,128,8.257389068603516
271,24,3,128,8.155345916748047
272,24,3,128,8.247137069702148
273,24,3,128,8.270978927612305
274,24,3,128,8.432388305664062
275,24,3,128,8.404731750488281
276,24,3,128,8.569002151489258
277,24,3,128,8.606195449829102
278,24,3,128,8.960723876953125
279,24,3,128,8.646965026855469
280,24,3,128,8.73708724975586
281,24,3,128,8.765935897827148
282,24,3,128,8.791208267211914
283,24,3,128,8.91256332397461
284,24,3,128,8.982181549072266
285,24,3,128,9.019851684570312
286,24,3,128,9.033679962158203
287,24,3,128,9.221792221069336
288,24,3,128,9.169816970825195
289,24,3,128,9.201288223266602
290,24,3,128,9.199857711791992
291,24,3,128,9.351253509521484
292,24,3,128,9.423971176147461
293,24,3,128,9.442806243896484
294,24,3,128,9.460926055908203
295,24,3,128,9.661197662353516
296,24,3,128,9.617805480957031
297,24,3,128,4.730224609375
298,24,3,128,4.67681884765625
299,24,3,128,4.871129989624023
300,24,3,128,4.8732757568359375
301,24,3,128,4.989147186279297
302,24,5,128,94.91109848022461
303,24,3,128,5.059242248535156
304,24,1,128,2.538919448852539
305,24,3,128,5.052089691162109
306,24,3,128,5.105257034301758
307,24,3,128,5.232334136962891
308,24,3,128,5.226850509643555
309,24,3,128,5.37419319152832
310,24,3,128,5.421876907348633
311,24,3,128,5.481958389282227
312,24,3,128,5.43212890625
313,24,3,128,5.661964416503906
314,24,3,128,5.570173263549805
315,24,3,128,5.711078643798828
316,24,3,128,5.719900131225586
317,24,3,128,5.824565887451172
318,24,3,128,5.871057510375977
319,24,3,128,5.915403366088867
320,24,3,128,5.885601043701172
321,24,3,128,6.036996841430664
322,24,3,128,6.096839904785156
323,24,3,128,6.193876266479492
324,24,3,128,6.077051162719727
325,24,3,128,6.265878677368164
326,24,3,128,6.267070770263672
327,24,3,128,6.36601448059082
328,24,3,128,6.397008895874023
329,24,3,128,6.409883499145508
330,24,3,128,6.584882736206055
331,24,3,128,6.566047668457031
332,24,3,128,6.579875946044922
333,24,3,128,6.672382354736328
334,24,3,128,6.717681884765625
335,24,3,128,6.734132766723633
336,24,3,128,6.747722625732422
337,24,3,128,6.854057312011719
338,24,3,128,6.891965866088867
339,24,3,128,7.013797760009766
