,MCS,TBS,SegmentsNumber,PacketSize
5140,25,24,3,128
5141,25,24,3,128
5142,25,24,3,128
5143,25,24,3,128
5144,25,24,3,128
5145,25,24,3,128
5146,25,24,3,128
5147,25,24,3,128
5148,25,24,3,128
5149,25,24,3,128
5150,25,24,3,128
5151,25,24,3,128
5152,25,24,3,128
5153,25,24,3,128
5154,25,24,3,128
5155,25,24,3,128
5156,25,24,3,128
5157,25,24,3,128
5158,25,24,3,128
5159,25,24,3,128
5160,25,24,3,128
5161,25,24,3,128
5162,25,24,3,128
5163,25,24,3,128
5164,25,24,3,128
5165,25,24,3,128
5166,25,24,3,128
5167,25,24,3,128
5168,25,24,3,128
5169,25,24,3,128
5170,25,24,3,128
5171,25,24,3,128
5172,25,24,3,128
5173,25,24,3,128
5174,25,24,3,128
5175,25,24,3,128
5176,25,24,3,128
5177,25,24,3,128
5178,25,24,3,128
5179,25,24,3,128
5180,25,24,3,128
5181,25,24,3,128
5182,25,24,3,128
5183,25,24,3,128
5184,25,24,3,128
5185,25,24,3,128
5186,25,24,3,128
5187,25,24,3,128
5188,25,24,3,128
5189,25,24,3,128
5190,25,24,3,128
5191,25,24,3,128
5192,25,24,3,128
5193,25,24,3,128
5194,25,24,3,128
5195,25,24,3,128
5196,25,24,3,128
5197,25,24,3,128
5198,25,24,3,128
5199,25,24,3,128
5200,25,24,3,128
5201,25,24,3,128
5202,25,24,3,128
5203,25,24,3,128
5204,25,24,3,128
5205,25,24,3,128
5206,25,24,3,128
5207,25,24,3,128
5208,25,24,3,128
5209,25,24,3,128
5210,25,24,3,128
5211,25,24,3,128
5212,25,24,3,128
5213,25,24,3,128
5214,25,24,3,128
5215,25,24,3,128
5216,25,24,3,128
5217,25,24,3,128
5218,25,24,3,128
5219,25,24,3,128
5220,25,24,3,128
5221,25,24,3,128
5222,25,24,3,128
5223,25,24,3,128
5224,25,24,3,128
5225,25,24,3,128
5226,25,24,3,128
5227,25,24,3,128
5228,25,24,3,128
5229,25,24,3,128
5230,25,24,3,128
5231,25,24,3,128
5232,25,24,3,128
5233,25,24,3,128
5234,25,24,3,128
5235,25,24,3,128
5236,25,24,3,128
5237,25,24,3,128
5238,25,24,3,128
5239,25,24,3,128
5240,25,24,3,128
5241,25,24,3,128
5242,25,24,3,128
5243,25,24,3,128
5244,25,24,3,128
5245,25,24,3,128
5246,25,24,3,128
5247,25,24,3,128
5248,25,24,3,128
5249,25,24,3,128
5250,25,24,3,128
5251,25,24,3,128
5252,25,24,3,128
5253,25,24,3,128
5254,25,24,3,128
5255,25,24,3,128
5256,25,24,3,128
5257,25,24,3,128
5258,25,24,3,128
5259,25,24,3,128
5260,25,24,3,128
5261,25,24,3,128
5262,25,24,3,128
5263,25,24,3,128
5264,25,24,3,128
5265,25,24,3,128
5266,25,24,3,128
5267,25,24,3,128
5268,25,24,3,128
5269,25,24,3,128
5270,25,24,3,128
5271,25,24,3,128
5272,25,24,3,128
5273,25,24,3,128
5274,25,24,3,128
5275,25,24,3,128
5276,25,24,3,128
5277,25,24,3,128
5278,25,24,3,128
5279,25,24,3,128
5280,25,24,3,128
5281,25,24,3,128
5282,25,24,3,128
5283,25,24,3,128
5284,25,24,3,128
5285,25,24,3,128
5286,25,24,3,128
5287,25,24,3,128
5288,25,24,3,128
5289,25,24,3,128
5290,25,24,3,128
5291,25,24,3,128
5292,25,24,3,128
5293,25,24,3,128
5294,25,24,3,128
5295,25,24,3,128
5296,25,24,3,128
5297,25,24,3,128
5298,25,24,3,128
5299,25,24,3,128
5300,25,24,3,128
5301,25,24,3,128
5302,25,24,3,128
5303,25,24,3,128
5304,25,24,3,128
5305,25,24,3,128
5306,25,24,3,128
5307,25,24,3,128
5308,25,24,3,128
5309,25,24,3,128
5310,25,24,3,128
5311,25,24,3,128
5312,25,24,3,128
5313,25,24,3,128
5314,25,24,3,128
5315,25,24,3,128
5316,25,24,3,128
5317,25,24,3,128
5318,25,24,3,128
5319,25,24,3,128
5320,25,24,3,128
5321,25,24,3,128
5322,25,24,3,128
5323,25,24,3,128
5324,25,24,3,128
5325,25,24,3,128
5326,25,24,3,128
5327,25,24,3,128
5328,25,24,3,128
5329,25,24,3,128
5330,25,24,3,128
5331,25,24,3,128
5332,25,24,3,128
5333,25,24,3,128
5334,25,24,3,128
5335,25,24,3,128
5336,25,24,3,128
5337,25,24,3,128
5338,25,24,3,128
5339,25,24,3,128
5340,25,24,3,128
5341,25,24,3,128
5342,25,24,3,128
5343,25,24,3,128
5344,25,24,3,128
5345,25,24,3,128
5346,25,24,3,128
5347,25,24,3,128
5348,25,24,3,128
5349,25,24,3,128
5350,25,24,3,128
5351,25,24,3,128
5352,25,24,3,128
5353,25,24,3,128
5354,25,24,3,128
5355,25,24,3,128
5356,25,24,3,128
5357,25,24,3,128
5358,25,24,3,128
5359,25,24,3,128
5360,25,24,3,128
5361,25,24,3,128
5362,25,24,3,128
5363,25,24,3,128
5364,25,24,3,128
5365,25,24,3,128
5366,25,24,3,128
5367,25,24,3,128
5368,25,24,3,128
5369,25,24,3,128
5370,25,24,3,128
5371,25,24,3,128
5372,25,24,3,128
5373,25,24,3,128
5374,25,24,3,128
5375,25,24,3,128
5376,25,24,3,128
5377,25,24,3,128
5378,25,24,3,128
5379,25,24,3,128
5380,25,24,3,128
5381,25,24,3,128
5382,25,24,3,128
5383,25,24,3,128
5384,25,24,3,128
5385,25,24,3,128
5386,25,24,3,128
5387,25,24,3,128
5388,25,24,3,128
5389,25,24,3,128
5390,25,24,3,128
5391,25,24,3,128
5392,25,24,3,128
5393,25,24,3,128
5394,25,24,3,128
5395,25,24,3,128
5396,25,24,3,128
5397,25,24,3,128
5398,25,24,3,128
5399,25,24,3,128
5400,25,24,3,128
5401,25,24,3,128
5402,25,24,3,128
5403,25,24,3,128
5404,25,24,3,128
5405,25,24,3,128
5406,25,24,3,128
5407,25,24,3,128
5408,25,24,3,128
5409,25,24,3,128
5410,25,24,3,128
5411,25,24,3,128
5412,25,24,3,128
5413,25,24,3,128
5414,25,24,3,128
5415,25,24,3,128
5416,25,24,3,128
5417,25,24,3,128
5418,25,24,3,128
5419,25,24,3,128
5420,25,24,3,128
5421,25,24,3,128
5422,25,24,3,128
5423,25,24,3,128
5424,25,24,3,128
5425,25,24,3,128
5426,25,24,3,128
5427,25,24,3,128
5428,25,24,3,128
5429,25,24,3,128
5430,25,24,3,128
5431,25,24,3,128
5432,25,24,3,128
5433,25,24,3,128
5434,25,24,3,128
5435,25,24,3,128
5436,25,24,3,128
5437,25,24,3,128
5438,25,24,3,128
5439,25,24,3,128
5440,25,24,3,128
5441,25,24,3,128
5442,25,24,3,128
5443,25,24,3,128
5444,25,24,3,128
5445,25,24,3,128
5446,25,24,3,128
5447,25,24,3,128
5448,25,24,3,128
5449,25,24,3,128
5450,25,24,3,128
5451,25,24,3,128
5452,25,24,3,128
5453,25,24,3,128
5454,25,24,3,128
5455,25,24,3,128
5456,25,24,3,128
5457,25,24,3,128
5458,25,24,3,128
5459,25,24,3,128
5460,25,24,3,128
5461,25,24,3,128
5462,25,24,3,128
5463,25,24,3,128
5464,25,24,3,128
5465,25,24,3,128
5466,25,24,3,128
5467,25,24,3,128
5468,25,24,3,128
5469,25,24,3,128
5470,25,24,3,128
5471,25,24,3,128
5472,25,24,3,128
5473,25,24,3,128
5474,25,24,3,128
5475,25,24,3,128
5476,25,24,3,128
5477,25,24,3,128
5478,25,24,3,128
5479,25,24,3,128
5480,25,24,3,128
5481,25,24,3,128
5482,25,24,3,128
5483,25,24,3,128
5484,25,24,3,128
5485,25,24,3,128
5486,25,24,3,128
5487,25,24,3,128
5488,25,24,3,128
5489,25,24,3,128
5490,25,24,3,128
5491,25,24,3,128
5492,25,24,3,128
5493,25,24,3,128
5494,25,24,3,128
5495,25,24,3,128
5496,25,24,3,128
5497,25,24,3,128
5498,25,24,3,128
5499,25,24,3,128
5500,25,24,3,128
5501,25,24,3,128
5502,25,24,3,128
5503,25,24,3,128
5504,25,24,3,128
5505,25,24,3,128
5506,25,24,3,128
5507,25,24,3,128
5508,25,24,3,128
5509,25,24,3,128
5510,25,24,3,128
5511,25,24,3,128
5512,25,24,3,128
5513,25,24,3,128
5514,25,24,3,128
5515,25,24,3,128
5516,25,24,3,128
5517,25,24,3,128
5518,25,24,3,128
5519,25,24,3,128
5520,25,24,3,128
5521,25,24,3,128
5522,25,24,3,128
5523,25,24,3,128
5524,25,24,3,128
5525,25,24,3,128
5526,25,24,3,128
5527,25,24,3,128
5528,25,24,3,128
5529,25,24,3,128
5530,25,24,3,128
5531,25,24,3,128
5532,25,24,3,128
5533,25,24,3,128
5534,25,24,3,128
5535,25,24,3,128
5536,25,24,3,128
5537,25,24,3,128
5538,25,24,3,128
5539,25,24,3,128
5540,25,24,3,128
5541,25,24,3,128
5542,25,24,3,128
5543,25,24,3,128
5544,25,24,3,128
5545,25,24,3,128
5546,25,24,3,128
5547,25,24,3,128
5548,25,24,3,128
5549,25,24,3,128
5550,25,24,3,128
5551,25,24,3,128
5552,25,24,3,128
5553,25,24,3,128
5554,25,24,3,128
5555,25,24,3,128
5556,25,24,3,128
5557,25,24,3,128
5558,25,24,3,128
5559,25,24,3,128
5560,25,24,3,128
5561,25,24,3,128
5562,25,24,3,128
5563,25,24,3,128
5564,25,24,3,128
5565,25,24,3,128
5566,25,24,3,128
5567,25,24,3,128
5568,25,24,3,128
5569,25,24,3,128
5570,25,24,3,128
5571,25,24,3,128
5572,25,24,3,128
5573,25,24,3,128
5574,25,24,3,128
5575,25,24,3,128
5576,25,24,3,128
5577,25,24,3,128
5578,25,24,3,128
5579,25,24,3,128
5580,25,24,3,128
5581,25,24,3,128
5582,25,24,3,128
5583,25,24,3,128
5584,25,24,3,128
5585,25,24,3,128
5586,25,24,3,128
5587,25,24,3,128
5588,25,24,3,128
5589,25,24,3,128
5590,25,24,3,128
5591,25,24,3,128
5592,25,24,3,128
5593,25,24,3,128
5594,25,24,3,128
5595,25,24,3,128
5596,25,24,3,128
5597,25,24,3,128
5598,25,24,3,128
5599,25,24,3,128
5600,25,24,3,128
5601,25,24,3,128
5602,25,24,3,128
5603,25,24,3,128
5604,25,24,3,128
5605,25,24,3,128
5606,25,24,3,128
5607,25,24,3,128
5608,25,24,3,128
5609,25,24,3,128
5610,25,24,3,128
5611,25,24,3,128
5612,25,24,3,128
5613,25,24,3,128
5614,25,24,3,128
5615,25,24,3,128
5616,25,24,3,128
5617,25,24,3,128
5618,25,24,3,128
5619,25,24,3,128
5620,25,24,3,128
5621,25,24,3,128
5622,25,24,3,128
5623,25,24,3,128
5624,25,24,3,128
5625,25,24,3,128
5626,25,24,3,128
5627,25,24,3,128
5628,25,24,3,128
5629,25,24,3,128
5630,25,24,3,128
5631,25,24,3,128
5632,25,24,3,128
5633,25,24,3,128
5634,25,24,3,128
5635,25,24,3,128
5636,25,24,3,128
5637,25,24,3,128
5638,25,24,3,128
5639,25,24,3,128
5640,25,24,3,128
5641,25,24,3,128
5642,25,24,3,128
5643,25,24,3,128
5644,25,24,3,128
5645,25,24,3,128
5646,25,24,3,128
5647,25,24,3,128
5648,25,24,3,128
5649,25,24,3,128
5650,25,24,3,128
5651,25,24,3,128
5652,25,24,3,128
5653,25,24,3,128
5654,25,24,3,128
5655,25,24,3,128
5656,25,24,3,128
5657,25,24,3,128
5658,25,24,3,128
5659,25,24,3,128
5660,25,24,3,128
5661,25,24,3,128
5662,25,24,3,128
5663,25,24,3,128
5664,25,24,3,128
5665,25,24,3,128
5666,25,24,3,128
5667,25,24,3,128
5668,25,24,3,128
5669,25,24,3,128
5670,25,24,3,128
5671,25,24,3,128
5672,25,24,3,128
5673,25,24,3,128
5674,25,24,3,128
5675,25,24,3,128
5676,25,24,3,128
5677,25,24,3,128
5678,25,24,3,128
5679,25,24,3,128
5680,25,24,3,128
5681,25,24,3,128
5682,25,24,3,128
5683,25,24,3,128
5684,25,24,3,128
5685,25,24,3,128
5686,25,24,3,128
5687,25,24,3,128
5688,25,24,3,128
5689,25,24,3,128
5690,25,24,3,128
5691,25,24,3,128
5692,25,24,3,128
5693,25,24,3,128
5694,25,24,3,128
5695,25,24,3,128
5696,25,24,3,128
5697,25,24,3,128
5698,25,24,3,128
5699,25,24,3,128
5700,25,24,3,128
5701,25,24,3,128
5702,25,24,3,128
5703,25,24,3,128
5704,25,24,3,128
5705,25,24,3,128
5706,25,24,3,128
5707,25,24,3,128
5708,25,24,3,128
5709,25,24,3,128
5710,25,24,3,128
5711,25,24,3,128
5712,25,24,3,128
5713,25,24,3,128
5714,25,24,3,128
5715,25,24,3,128
5716,25,24,3,128
5717,25,24,3,128
5718,25,24,3,128
5719,25,24,3,128
5720,25,24,3,128
5721,25,24,3,128
5722,25,24,3,128
5723,25,24,3,128
5724,25,24,3,128
5725,25,24,3,128
5726,25,24,3,128
5727,25,24,3,128
5728,25,24,3,128
5729,25,24,3,128
5730,25,24,3,128
5731,25,24,3,128
5732,25,24,3,128
5733,25,24,3,128
5734,25,24,3,128
5735,25,24,3,128
5736,25,24,3,128
5737,25,24,3,128
5738,25,24,3,128
5739,25,24,3,128
5740,25,24,3,128
5741,25,24,3,128
5742,25,24,3,128
5743,25,24,3,128
5744,25,24,3,128
5745,25,24,3,128
5746,25,24,3,128
5747,25,24,3,128
5748,25,24,3,128
5749,25,24,3,128
5750,25,24,3,128
5751,25,24,3,128
5752,25,24,3,128
5753,25,24,3,128
5754,25,24,3,128
5755,25,24,3,128
5756,25,24,3,128
5757,25,24,3,128
5758,25,24,3,128
5759,25,24,3,128
5760,25,24,3,128
5761,25,24,3,128
5762,25,24,3,128
5763,25,24,3,128
5764,25,24,3,128
5765,25,24,3,128
5766,25,24,3,128
5767,25,24,3,128
5768,25,24,3,128
5769,25,24,3,128
5770,25,24,3,128
5771,25,24,3,128
5772,25,24,3,128
5773,25,24,3,128
5774,25,24,3,128
5775,25,24,3,128
5776,25,24,3,128
5777,25,24,3,128
5778,25,24,3,128
5779,25,24,3,128
5780,25,24,3,128
5781,25,24,3,128
5782,25,24,3,128
5783,25,24,3,128
5784,25,24,3,128
5785,25,24,3,128
5786,25,24,3,128
5787,25,24,3,128
5788,25,24,3,128
5789,25,24,3,128
5790,25,24,3,128
5791,25,24,3,128
5792,25,24,3,128
5793,25,24,3,128
5794,25,24,3,128
5795,25,24,3,128
5796,25,24,3,128
5797,25,24,3,128
5798,25,24,3,128
5799,25,24,3,128
5800,25,24,3,128
5801,25,24,3,128
5802,25,24,3,128
5803,25,24,3,128
5804,25,24,3,128
5805,25,24,3,128
5806,25,24,3,128
5807,25,24,3,128
5808,25,24,3,128
5809,25,24,3,128
5810,25,24,3,128
5811,25,24,3,128
5812,25,24,3,128
5813,25,24,3,128
5814,25,24,3,128
5815,25,24,3,128
5816,25,24,3,128
5817,25,24,3,128
5818,25,24,3,128
5819,25,24,3,128
5820,25,24,3,128
5821,25,24,3,128
5822,25,24,3,128
5823,25,24,3,128
5824,25,24,3,128
5825,25,24,3,128
5826,25,24,3,128
5827,25,24,3,128
5828,25,24,3,128
5829,25,24,3,128
5830,25,24,3,128
5831,25,24,3,128
5832,25,24,3,128
5833,25,24,3,128
5834,25,24,3,128
5835,25,24,3,128
5836,25,24,3,128
5837,25,24,3,128
5838,25,24,3,128
5839,25,24,3,128
5840,25,24,3,128
5841,25,24,3,128
5842,25,24,3,128
5843,25,24,3,128
5844,25,24,3,128
5845,25,24,3,128
5846,25,24,3,128
5847,25,24,3,128
5848,25,24,3,128
5849,25,24,3,128
5850,25,24,3,128
5851,25,24,3,128
5852,25,24,3,128
5853,25,24,3,128
5854,25,24,3,128
5855,25,24,3,128
5856,25,24,3,128
5857,25,24,3,128
5858,25,24,3,128
5859,25,24,3,128
5860,25,24,3,128
5861,25,24,3,128
5862,25,24,3,128
5863,25,24,3,128
5864,25,24,3,128
5865,25,24,3,128
5866,25,24,3,128
5867,25,24,3,128
5868,25,24,3,128
5869,25,24,3,128
5870,25,24,3,128
5871,25,24,3,128
5872,25,24,3,128
5873,25,24,3,128
5874,25,24,3,128
5875,25,24,3,128
5876,25,24,3,128
5877,25,24,3,128
5878,25,24,3,128
5879,25,24,3,128
5880,25,24,3,128
5881,25,24,3,128
5882,25,24,3,128
5883,25,24,3,128
5884,25,24,3,128
5885,25,24,3,128
5886,25,24,3,128
5887,25,24,3,128
5888,25,24,3,128
5889,25,24,3,128
5890,25,24,3,128
5891,25,24,3,128
5892,25,24,3,128
5893,25,24,3,128
5894,25,24,3,128
5895,25,24,3,128
5896,25,24,3,128
5897,25,24,3,128
5898,25,24,3,128
5899,25,24,3,128
5900,25,24,3,128
5901,25,24,3,128
5902,25,24,3,128
5903,25,24,3,128
5904,25,24,3,128
5905,25,24,3,128
5906,25,24,3,128
5907,25,24,3,128
5908,25,24,3,128
5909,25,24,3,128
5910,25,24,3,128
5911,25,24,3,128
5912,25,24,3,128
5913,25,24,3,128
5914,25,24,3,128
5915,25,24,3,128
5916,25,24,3,128
5917,25,24,3,128
5918,25,24,3,128
5919,25,24,3,128
5920,25,24,3,128
5921,25,24,3,128
5922,25,24,3,128
5923,25,24,3,128
5924,25,24,3,128
5925,25,24,3,128
5926,25,24,3,128
5927,25,24,3,128
5928,25,24,3,128
5929,25,24,3,128
5930,25,24,3,128
5931,25,24,3,128
5932,25,24,3,128
5933,25,24,3,128
5934,25,24,3,128
5935,25,24,3,128
5936,25,24,3,128
5937,25,24,3,128
5938,25,24,3,128
5939,25,24,3,128
5940,25,24,3,128
5941,25,24,3,128
5942,25,24,3,128
5943,25,24,3,128
5944,25,24,3,128
5945,25,24,3,128
5946,25,24,3,128
5947,25,24,3,128
5948,25,24,3,128
5949,25,24,3,128
5950,25,24,3,128
5951,25,24,3,128
5952,25,24,3,128
5953,25,24,3,128
5954,25,24,3,128
5955,25,24,3,128
5956,25,24,3,128
5957,25,24,3,128
5958,25,24,3,128
5959,25,24,3,128
5960,25,24,3,128
5961,25,24,3,128
5962,25,24,3,128
5963,25,24,3,128
5964,25,24,3,128
5965,25,24,3,128
5966,25,24,3,128
5967,25,24,3,128
5968,25,24,3,128
5969,25,24,3,128
5970,25,24,3,128
5971,25,24,3,128
5972,25,24,3,128
5973,25,24,3,128
5974,25,24,3,128
5975,25,24,3,128
5976,25,24,3,128
5977,25,24,3,128
5978,25,24,3,128
5979,25,24,3,128
5980,25,24,3,128
5981,25,24,3,128
5982,25,24,3,128
5983,25,24,3,128
5984,25,24,3,128
5985,25,24,3,128
5986,25,24,3,128
5987,25,24,3,128
5988,25,24,3,128
5989,25,24,3,128
5990,25,24,3,128
5991,25,24,3,128
5992,25,24,3,128
5993,25,24,3,128
5994,25,24,3,128
5995,25,24,3,128
5996,25,24,3,128
5997,25,24,3,128
5998,25,24,3,128
5999,25,24,3,128
6000,25,24,3,128
6001,25,24,3,128
6002,25,24,3,128
6003,25,24,3,128
6004,25,24,3,128
6005,25,24,3,128
6006,25,24,3,128
6007,25,24,3,128
6008,25,24,3,128
6009,25,24,3,128
6010,25,24,3,128
6011,25,24,3,128
6012,25,24,3,128
6013,25,24,3,128
6014,25,24,3,128
6015,25,24,3,128
6016,25,24,3,128
6017,25,24,3,128
6018,25,24,3,128
6019,25,24,3,53
6020,25,24,3,128
6021,25,24,3,128
6022,25,24,3,128
6023,25,24,3,128
6024,25,24,3,128
6025,25,24,3,128
6026,25,24,3,128
6027,25,24,3,128
6028,25,24,3,128
6029,25,24,3,128
6030,25,24,3,128
6031,25,24,3,128
6032,25,24,3,128
6033,25,24,3,128
6034,25,24,3,128
6035,25,24,3,128
6036,25,24,3,128
6037,25,24,3,128
6038,25,24,3,128
6039,25,24,3,128
6040,25,24,3,128
6041,25,24,3,128
6042,25,24,3,128
6043,25,24,3,128
6044,25,24,3,128
6045,25,24,3,128
6046,25,24,3,128
6047,25,24,3,128
6048,25,24,3,128
6049,25,24,3,128
6050,25,24,3,128
6051,25,24,3,128
6052,25,24,3,128
6053,25,24,3,128
6054,25,24,3,128
6055,25,24,3,128
6056,25,24,3,128
6057,25,24,3,128
6058,25,24,3,128
6059,25,24,3,128
6060,25,24,3,128
6061,25,24,3,128
6062,25,24,3,128
6063,25,24,3,128
6064,25,24,3,128
6065,25,24,3,128
6066,25,24,3,128
6067,25,24,3,128
6068,25,24,3,128
6069,25,24,3,128
6070,25,24,3,128
6071,25,24,3,128
6072,25,24,3,128
6073,25,24,3,128
6074,25,24,3,128
6075,25,24,3,128
6076,25,24,3,128
6077,25,24,3,128
6078,25,24,3,128
6079,25,24,3,128
6080,25,24,3,128
6081,25,24,3,128
6082,25,24,3,128
6083,25,24,3,128
6084,25,24,3,128
6085,25,24,3,128
6086,25,24,3,128
6087,25,24,3,128
6088,25,24,3,128
6089,25,24,3,128
6090,25,24,3,128
6091,25,24,3,128
6092,25,24,3,128
6093,25,24,3,128
6094,25,24,3,128
6095,25,24,3,128
6096,25,24,3,128
6097,25,24,3,128
6098,25,24,3,128
6099,25,24,3,128
6100,25,24,3,128
6101,25,24,3,128
6102,25,24,3,128
6103,25,24,3,128
6104,25,24,3,128
6105,25,24,3,128
6106,25,24,3,128
6107,25,24,3,128
6108,25,24,3,128
6109,25,24,3,128
6110,25,116,3,128
6111,25,24,3,128
6112,25,24,3,128
6113,25,24,3,128
6114,25,24,3,128
6115,25,24,3,128
6116,25,24,3,128
6117,25,24,3,128
6118,25,24,3,128
6119,25,24,3,128
6120,25,24,3,128
6121,25,24,3,128
6122,25,24,3,128
6123,25,24,3,128
6124,25,24,3,128
6125,25,24,3,128
6126,25,24,3,128
6127,25,24,3,128
6128,25,24,3,128
6129,25,24,3,128
6130,25,116,3,128
6131,25,24,3,128
6132,25,24,3,128
6133,25,24,3,128
6134,25,24,3,128
6135,25,24,3,128
6136,25,24,3,128
6137,25,24,3,128
6138,25,24,3,128
6139,25,24,3,128
6140,25,24,3,128
6141,25,24,3,128
6142,25,24,3,128
6143,25,24,3,128
6144,25,24,3,128
6145,25,24,3,128
6146,25,24,3,128
6147,25,24,3,128
6148,25,24,3,128
6149,25,24,3,128
6150,25,116,3,128
6151,25,24,3,128
6152,25,24,3,128
6153,25,24,3,128
6154,25,24,3,128
6155,25,24,3,128
6156,25,24,3,128
6157,25,24,3,128
6158,25,24,3,128
6159,25,24,3,128
6160,25,24,3,128
6161,25,24,3,128
6162,25,24,3,128
6163,25,24,3,128
6164,25,24,3,128
6165,25,24,3,128
6166,25,24,3,128
6167,25,24,3,128
6168,25,24,3,128
6169,25,24,3,128
6170,25,24,3,128
6171,25,24,3,128
6172,25,24,3,128
6173,25,24,3,128
6174,25,24,3,128
6175,25,24,3,128
6176,25,24,3,128
6177,25,24,3,128
6178,25,24,3,128
6179,25,24,3,128
6180,25,24,3,128
6181,25,24,3,128
6182,25,24,3,128
6183,25,24,3,128
6184,25,24,3,128
6185,25,24,3,128
6186,25,24,3,128
6187,25,24,3,128
6188,25,24,3,128
6189,25,24,3,128
6190,25,24,3,128
6191,25,24,3,128
6192,25,24,3,128
6193,25,24,3,128
6194,25,24,3,128
6195,25,24,3,128
6196,25,24,3,128
6197,25,24,3,128
6198,25,24,3,128
6199,25,24,3,128
6200,25,24,3,128
6201,25,24,3,128
6202,25,24,3,128
6203,25,24,3,128
6204,25,24,3,128
6205,25,24,3,128
6206,25,24,3,128
6207,25,24,3,128
6208,25,24,3,128
6209,25,24,3,128
6210,25,24,3,128
6211,25,24,3,128
6212,25,24,3,128
6213,25,24,3,128
6214,25,24,3,128
6215,25,24,3,128
6216,25,24,3,128
6217,25,24,3,128
6218,25,24,3,128
6219,25,24,3,128
6220,25,24,3,128
6221,25,24,3,128
6222,25,24,3,128
6223,25,24,3,128
6224,25,24,3,128
6225,25,24,3,128
6226,25,24,3,128
6227,25,24,3,128
6228,25,24,3,128
6229,25,24,3,128
6230,25,24,3,128
6231,25,24,3,128
6232,25,24,3,128
6233,25,24,3,128
6234,25,24,3,128
6235,25,24,3,128
6236,25,24,3,128
6237,25,24,3,128
6238,25,24,3,128
6239,25,24,3,128
6240,25,24,3,128
6241,25,24,3,128
6242,25,24,3,128
6243,25,24,3,128
6244,25,24,3,128
6245,25,24,3,128
6246,25,24,3,128
6247,25,24,3,128
6248,25,24,3,128
6249,25,24,3,128
6250,25,24,3,128
6251,25,24,3,128
6252,25,24,3,128
6253,25,24,3,128
6254,25,24,3,128
6255,25,24,3,128
6256,25,24,3,128
6257,25,24,3,128
6258,25,24,3,128
6259,25,24,3,128
6260,25,24,3,128
6261,25,24,3,128
6262,25,24,3,128
6263,25,24,3,128
6264,25,24,3,128
6265,25,24,3,128
6266,25,24,3,128
6267,25,24,3,128
6268,25,24,3,128
6269,25,24,3,128
6270,25,24,3,128
6271,25,24,3,128
6272,25,24,3,128
6273,25,24,3,128
6274,25,24,3,128
6275,25,24,3,128
6276,25,24,3,128
6277,25,24,3,128
6278,25,24,3,128
6279,25,24,3,128
6280,25,24,3,128
6281,25,24,3,128
6282,25,24,3,128
6283,25,24,3,128
6284,25,24,3,128
6285,25,24,3,128
6286,25,24,3,128
6287,25,24,3,128
6288,25,24,3,128
6289,25,24,3,128
6290,25,24,3,128
6291,25,24,3,128
6292,25,24,3,128
6293,25,24,3,128
6294,25,24,3,128
6295,25,24,3,128
6296,25,24,3,128
6297,25,24,3,128
6298,25,24,3,128
6299,25,24,3,128
6300,25,24,3,128
6301,25,24,3,128
6302,25,24,3,128
6303,25,24,3,128
6304,25,24,3,128
6305,25,24,3,128
6306,25,24,3,128
6307,25,24,3,128
6308,25,24,3,128
6309,25,24,3,128
6310,25,24,3,128
6311,25,24,3,128
6312,25,24,3,128
6313,25,24,3,128
6314,25,24,3,128
6315,25,24,3,128
6316,25,24,3,128
6317,25,24,3,128
6318,25,24,3,128
6319,25,24,3,128
6320,25,24,3,128
6321,25,24,3,128
6322,25,24,3,128
6323,25,24,3,128
6324,25,24,3,128
6325,25,24,3,128
6326,25,24,3,128
6327,25,24,3,128
6328,25,24,3,128
6329,25,24,3,128
6330,25,24,3,128
6331,25,24,3,128
6332,25,24,3,128
6333,25,24,3,128
6334,25,24,3,128
6335,25,24,3,128
6336,25,24,3,128
6337,25,24,3,128
6338,25,24,3,128
6339,25,24,3,128
6340,25,24,5,128
6341,25,24,3,128
6342,25,24,3,128
6343,25,24,3,128
6344,25,24,3,128
6345,25,24,3,128
6346,25,24,3,128
6347,25,24,3,128
6348,25,24,3,128
6349,25,24,3,128
6350,25,24,3,128
6351,25,24,3,128
6352,25,24,3,128
6353,25,24,3,128
6354,25,24,3,128
6355,25,24,3,128
6356,25,24,3,128
6357,25,24,3,128
6358,25,24,3,128
6359,25,24,3,128
6360,25,24,3,128
6361,25,24,3,128
6362,25,24,3,128
6363,25,24,3,128
6364,25,24,3,128
6365,25,24,3,128
6366,25,24,3,128
6367,25,24,3,128
6368,25,24,3,128
6369,25,24,3,128
6370,25,24,3,128
6371,25,24,3,128
6372,25,24,3,128
6373,25,24,3,128
6374,25,24,3,128
6375,25,24,3,128
6376,25,24,3,128
6377,25,24,3,128
6378,25,24,3,128
6379,25,24,3,128
6380,25,24,3,128
6381,25,24,3,128
6382,25,24,3,128
6383,25,24,3,128
6384,25,24,3,128
6385,25,24,3,128
6386,25,24,3,128
6387,25,24,3,128
6388,25,24,3,128
6389,25,24,3,128
6390,25,24,3,128
6391,25,24,3,128
6392,25,24,3,128
6393,25,24,3,128
6394,25,24,3,128
6395,25,24,3,128
6396,25,24,3,128
6397,25,24,3,128
6398,25,24,3,128
6399,25,24,3,128
6400,25,24,3,128
6401,25,24,3,128
6402,25,24,3,128
6403,25,24,3,128
6404,25,24,3,128
6405,25,24,3,128
6406,25,24,3,128
6407,25,24,3,128
6408,25,24,3,128
6409,25,24,3,128
