,MCS,TBS,SegmentsNumber,PacketSize
134,20,24,3,80
135,20,24,3,72
136,20,24,4,82
137,20,24,3,77
138,20,24,3,71
139,20,24,3,76
140,20,24,3,75
141,20,24,3,70
142,20,24,4,82
143,20,24,4,83
144,20,24,3,75
145,20,116,3,79
146,20,24,3,64
147,20,24,3,70
148,20,24,3,62
149,20,24,3,65
150,20,24,3,78
151,20,24,3,59
152,20,24,4,84
153,20,24,3,79
154,20,24,3,74
155,20,24,3,59
156,20,24,3,71
157,20,106,3,76
158,20,24,3,76
159,20,24,4,81
160,20,24,3,59
161,20,24,3,63
162,20,24,3,70
163,20,24,3,77
164,20,24,3,69
165,20,24,3,78
166,20,24,3,74
167,20,24,3,74
168,20,24,3,76
169,20,24,3,75
170,20,24,3,74
171,20,24,3,75
172,20,24,3,65
173,20,24,3,77
174,20,24,3,76
175,20,24,4,81
176,20,24,3,63
177,20,24,4,85
178,20,24,3,52
179,20,24,3,65
180,20,24,3,73
181,20,106,3,61
182,20,24,3,58
183,20,24,3,61
184,20,24,3,66
185,20,24,3,76
186,20,24,3,63
187,20,24,3,68
188,20,24,3,80
189,20,24,3,77
190,20,24,3,76
191,20,24,3,77
192,20,24,3,76
193,20,24,3,75
194,20,24,3,60
195,20,24,3,66
196,20,24,4,83
197,20,24,3,75
198,20,24,3,64
199,20,24,3,77
200,20,24,3,78
201,20,24,4,81
202,20,24,3,74
203,20,24,3,73
204,20,24,4,81
205,20,24,3,79
206,20,24,3,77
207,20,24,3,60
208,20,24,3,59
209,20,24,3,74
210,20,24,3,61
211,20,24,3,73
212,20,116,3,69
213,20,24,4,84
214,20,24,3,61
215,20,24,4,81
216,20,24,3,80
217,20,24,3,73
218,20,24,2,75
219,20,24,3,74
220,20,24,4,83
221,20,24,3,80
222,20,24,3,80
223,20,24,3,71
224,20,24,4,85
225,20,106,3,63
226,20,24,3,78
227,20,24,3,57
228,20,24,3,76
229,20,24,3,75
230,20,24,3,79
231,20,24,3,61
232,20,24,3,73
233,20,24,3,78
234,20,24,3,59
235,20,24,3,75
236,20,24,3,74
237,20,24,3,80
238,20,24,3,74
239,20,24,3,74
240,19,24,4,79
241,19,24,4,76
242,20,24,3,76
243,20,24,3,74
244,20,24,3,64
245,20,24,3,61
246,20,24,3,78
247,20,24,3,76
248,20,24,3,62
249,20,24,3,75
250,20,24,3,78
251,20,24,3,66
252,20,24,3,67
253,20,24,3,76
254,20,24,3,75
255,20,24,3,71
256,20,24,3,76
257,20,24,3,80
258,20,24,3,63
259,20,24,3,62
260,20,24,3,80
261,20,24,3,78
262,20,24,3,77
263,20,24,3,71
264,20,24,3,66
265,20,24,3,63
266,20,24,3,57
267,20,24,3,76
268,20,24,3,75
269,20,24,4,86
270,20,24,3,55
271,20,24,4,84
272,20,24,4,82
273,20,24,3,79
274,20,24,3,78
275,20,24,3,79
276,20,24,3,78
277,20,24,3,79
278,20,24,3,67
279,20,24,3,77
280,20,106,3,63
281,20,24,3,73
282,20,24,3,80
283,20,24,3,61
284,20,24,3,73
285,20,24,3,56
286,20,24,3,58
287,20,24,4,84
288,20,24,3,61
289,20,24,3,75
290,20,24,3,71
291,20,24,3,67
292,20,116,3,59
293,20,24,3,78
294,20,24,4,82
295,20,24,3,60
296,20,24,3,69
297,20,24,4,81
298,20,24,3,80
299,20,24,3,76
300,20,24,3,66
301,20,24,3,78
302,20,24,3,63
303,20,24,3,48
304,20,24,1,68
305,20,106,3,54
306,20,24,3,74
307,20,24,3,78
308,20,24,3,65
309,20,24,3,60
310,20,24,3,66
311,20,24,3,77
312,20,24,3,67
313,20,24,3,74
314,20,24,3,68
315,20,24,3,63
316,20,24,3,77
317,20,116,3,80
318,20,24,3,78
319,20,24,3,62
320,20,24,3,60
321,20,24,3,79
322,20,24,4,81
323,20,24,3,79
324,20,24,3,60
325,20,24,3,78
326,20,24,3,74
327,20,24,3,77
328,20,24,3,65
329,20,24,3,78
330,20,24,4,83
331,20,24,3,66
332,20,24,4,85
333,20,24,4,81
334,20,24,3,74
335,20,24,3,70
336,20,24,4,82
337,20,24,3,79
338,20,24,3,71
339,20,24,3,61
340,20,24,3,78
341,20,24,3,65
342,20,24,3,74
343,20,24,3,80
344,20,24,3,72
345,20,24,3,58
346,20,24,3,78
347,20,24,3,77
348,20,24,3,63
349,20,24,3,80
350,20,24,3,69
351,20,24,3,77
352,20,24,3,70
353,20,24,3,75
354,20,24,3,66
355,20,24,3,75
356,20,24,3,66
357,20,24,3,69
358,20,24,3,80
359,20,24,3,64
360,20,24,3,78
361,20,24,3,74
362,20,24,3,59
363,20,24,3,75
364,20,24,3,78
365,20,24,3,75
366,20,24,4,81
367,20,24,3,79
368,20,24,3,71
369,20,24,3,55
370,20,24,3,64
371,20,24,3,65
372,20,24,3,76
373,20,24,3,77
374,20,24,3,71
375,20,24,3,60
376,20,24,3,65
377,20,24,3,78
378,20,24,3,77
379,20,24,3,66
380,20,24,3,61
381,20,24,3,62
382,20,24,3,60
383,20,24,4,82
384,20,24,3,73
385,20,24,3,63
386,20,24,3,78
387,20,24,3,74
388,20,24,3,79
389,20,24,3,59
390,20,24,3,76
391,20,24,3,70
392,20,24,4,81
393,20,24,3,79
394,20,24,3,58
395,20,24,3,75
396,20,24,3,75
397,20,24,3,75
398,20,24,3,59
399,20,24,3,80
400,20,24,3,72
401,20,24,3,76
402,20,24,4,82
403,20,24,3,75
404,20,24,3,76
405,20,106,3,79
406,20,24,3,60
407,20,24,3,57
408,20,24,3,78
409,20,24,3,76
410,20,24,3,73
411,20,24,3,77
412,20,24,3,64
413,20,24,3,58
414,20,24,3,77
415,20,24,3,80
416,20,24,3,80
417,20,116,4,84
418,20,24,3,56
419,20,24,3,77
420,20,24,3,71
421,20,24,3,54
422,20,24,3,71
423,20,106,3,77
424,20,24,3,62
425,20,24,3,74
426,20,24,3,73
427,20,24,3,77
428,20,24,3,58
429,20,24,4,82
430,20,24,3,73
431,20,24,3,76
432,20,76,2,68
433,20,24,3,67
434,20,24,3,54
435,20,116,3,74
436,20,24,4,83
437,20,24,3,65
438,20,24,4,82
439,20,24,3,60
440,20,24,3,66
441,20,24,3,79
442,20,24,4,81
443,20,24,3,77
444,20,24,3,63
445,20,24,3,78
446,20,24,3,59
447,20,24,3,61
448,20,24,3,74
449,20,24,3,70
450,20,24,3,75
451,20,24,3,66
452,20,24,3,59
453,20,24,3,60
454,20,24,3,69
455,20,24,3,79
456,20,24,3,63
457,20,24,3,77
458,20,24,3,67
459,20,24,3,77
460,20,24,3,75
461,20,24,3,61
462,20,24,3,79
463,20,24,3,64
464,20,24,3,64
465,20,24,3,53
466,20,24,3,54
467,20,24,3,77
468,20,24,4,83
469,20,24,3,73
470,20,24,3,78
471,20,24,3,63
472,20,24,3,59
473,20,24,3,73
474,20,24,3,78
475,20,24,3,76
476,20,24,3,78
477,20,24,3,73
478,20,116,3,80
479,20,24,3,62
480,20,24,3,77
481,20,24,3,77
482,20,24,4,83
483,20,24,3,75
484,20,24,3,76
485,20,24,3,66
486,20,24,3,59
487,20,24,3,67
488,20,24,3,76
489,20,24,3,73
490,20,24,3,69
491,20,24,3,51
492,20,24,3,64
493,20,24,3,60
494,20,24,3,71
495,20,24,3,77
496,20,24,3,78
497,20,24,3,57
498,20,24,3,74
499,20,24,3,78
500,20,116,3,78
501,19,24,3,64
502,19,24,4,79
503,20,106,4,83
504,20,24,3,75
505,20,24,3,79
506,20,24,3,75
507,20,24,3,72
508,20,24,3,73
509,20,24,3,60
510,20,116,3,76
511,20,24,3,62
512,20,24,3,52
513,20,24,3,57
514,20,24,3,78
515,20,24,3,78
516,20,24,3,62
517,20,24,3,70
518,20,24,3,64
519,20,24,3,75
520,20,24,3,79
521,20,24,3,58
522,20,24,3,74
523,20,24,4,81
524,20,24,3,80
525,20,24,3,59
526,20,24,3,60
527,20,24,3,68
528,20,24,3,72
529,20,24,4,82
530,20,24,4,83
531,20,24,3,76
532,20,24,3,71
533,20,24,3,76
534,20,24,3,65
535,20,24,3,70
536,20,24,4,82
537,20,24,3,79
538,20,24,4,82
539,20,24,3,64
540,20,24,3,65
541,20,106,3,78
542,20,24,3,77
543,20,24,3,77
544,20,24,3,78
545,20,24,3,76
546,20,24,4,81
547,20,24,3,63
548,20,24,3,75
549,20,24,3,65
550,20,24,3,66
551,20,24,3,74
552,20,24,3,66
553,20,116,3,72
554,20,24,3,76
555,20,24,3,59
556,20,24,3,54
557,20,24,3,78
558,20,24,3,72
559,20,24,3,78
560,20,24,3,66
561,20,24,3,74
562,20,24,4,87
563,20,24,3,77
564,20,24,3,77
565,20,24,3,67
566,20,24,3,61
567,20,24,3,77
568,20,24,3,72
569,20,24,3,60
570,20,24,3,63
571,20,24,3,60
572,20,116,3,78
573,20,24,3,79
574,20,24,3,76
575,20,24,4,82
576,20,24,3,60
577,20,24,3,64
578,20,24,3,77
579,20,24,3,76
580,20,24,3,75
581,20,24,3,66
582,20,24,4,84
583,20,24,4,87
584,20,106,3,73
585,20,24,3,63
586,20,24,3,54
587,20,24,3,76
588,20,24,3,76
589,20,24,3,76
590,20,24,3,76
591,20,24,4,83
592,20,24,3,74
593,20,24,4,81
594,20,24,4,83
595,20,24,3,58
596,20,116,3,68
597,20,24,3,74
598,20,24,3,73
599,20,24,3,77
600,20,24,3,79
601,20,24,3,80
602,20,24,3,79
603,20,24,3,74
604,20,24,3,74
605,20,24,3,75
606,20,24,4,82
607,20,24,3,59
608,20,24,3,59
609,20,106,3,62
610,20,24,3,73
611,20,24,3,51
612,20,24,3,77
613,20,24,3,78
614,20,24,3,74
615,20,24,3,73
616,20,24,3,76
617,20,24,3,77
618,20,24,3,80
619,20,24,4,83
620,20,24,3,74
621,20,24,4,86
622,20,24,3,67
623,20,24,3,62
624,20,24,3,58
625,20,24,3,76
626,20,24,4,82
627,20,24,3,74
628,20,106,3,67
629,20,24,3,76
630,20,24,3,75
631,20,24,3,65
632,20,24,3,77
633,20,24,3,73
634,20,24,3,80
635,20,24,3,51
636,20,24,3,79
637,20,24,3,76
638,20,24,3,75
639,20,24,3,76
640,20,116,3,78
641,20,24,3,70
642,20,24,4,81
643,20,24,3,77
644,20,24,3,60
645,20,24,3,67
646,20,24,3,69
647,20,24,4,82
648,20,24,3,58
649,20,24,3,60
650,20,24,3,73
651,20,24,3,68
652,20,24,3,79
653,20,24,3,56
654,20,24,3,52
655,20,24,4,81
656,20,24,3,63
657,20,24,3,78
658,20,24,3,78
659,20,24,3,78
660,20,24,3,66
661,20,24,3,80
662,20,24,3,58
663,20,116,3,60
664,20,24,3,74
665,20,24,3,53
666,20,24,3,74
667,20,24,4,81
668,20,24,3,59
669,20,24,3,78
670,20,24,3,58
671,20,24,3,71
672,20,24,3,57
673,20,24,3,76
674,20,24,3,73
675,20,24,3,76
676,20,24,3,74
677,20,24,3,67
678,20,24,3,57
679,20,106,3,78
680,20,24,3,66
681,20,24,3,80
682,20,24,3,80
683,20,24,3,74
684,20,24,3,71
685,20,24,3,74
686,20,24,3,80
687,20,24,3,65
688,20,24,4,81
689,20,24,3,61
690,20,24,3,80
691,20,24,3,78
692,20,24,3,74
693,20,24,3,78
694,20,24,3,77
695,20,24,3,75
696,20,24,3,73
697,20,24,3,80
698,20,106,3,77
699,20,24,3,66
700,20,24,3,76
701,20,24,3,64
702,20,24,3,88
703,20,24,3,79
704,20,24,3,74
705,20,24,3,79
706,20,24,3,80
707,20,24,3,53
708,20,24,3,79
709,20,24,3,62
710,20,116,3,75
711,20,24,3,56
712,20,24,3,74
713,20,24,3,59
714,20,24,3,59
715,20,24,4,82
716,20,24,3,79
717,20,24,3,57
718,20,24,3,62
719,20,24,3,76
720,20,24,3,64
721,20,24,3,58
722,20,24,3,73
723,20,24,3,59
724,20,24,4,82
725,20,24,4,81
726,20,24,3,76
727,20,24,3,76
728,20,24,3,78
729,20,24,3,64
730,20,24,3,78
731,20,24,3,72
732,20,106,3,67
733,20,24,3,60
734,20,24,3,76
735,20,24,3,62
736,20,24,3,65
737,20,24,3,69
738,20,24,3,79
739,20,116,3,78
740,20,24,3,67
741,20,24,3,77
742,20,24,3,78
743,20,24,4,81
744,20,24,3,68
745,20,24,3,77
746,20,24,3,77
747,20,24,3,72
748,20,24,3,52
749,20,24,3,74
750,20,24,4,81
751,20,106,3,67
752,20,24,3,78
753,20,24,3,74
754,20,24,3,61
755,20,24,3,77
756,20,24,4,82
757,20,24,3,80
758,20,24,3,78
759,20,24,3,66
760,20,24,3,58
761,20,24,3,70
762,20,24,3,73
763,20,24,3,61
764,20,24,3,78
765,20,24,3,78
766,20,24,3,73
767,20,24,4,82
768,20,24,3,62
769,20,24,3,75
770,20,24,3,76
771,20,24,3,71
772,20,24,3,71
773,20,24,4,86
774,20,24,3,64
775,20,24,3,65
776,20,24,3,74
777,20,24,3,78
778,20,24,3,74
779,20,24,3,77
780,20,24,3,70
781,20,24,3,75
782,20,24,3,71
783,20,24,3,62
784,20,24,4,81
785,20,24,3,58
786,20,24,3,77
787,20,24,4,86
788,20,24,3,57
789,20,24,3,75
790,20,24,3,80
791,20,24,3,75
792,20,24,3,62
793,20,24,3,80
794,20,24,3,62
795,20,24,3,63
796,20,24,3,66
797,16,24,1,77
798,16,24,4,76
799,17,24,3,63
800,17,24,4,76
801,17,24,3,73
802,18,24,3,68
803,18,24,4,69
804,18,24,4,79
805,19,24,3,66
806,19,24,3,60
807,19,24,3,62
808,20,24,3,59
809,20,24,3,80
810,20,24,3,78
811,20,24,3,57
812,20,24,3,70
813,20,24,3,59
814,20,24,3,66
815,20,24,3,76
816,20,24,3,57
817,20,24,4,86
818,20,24,3,63
819,20,24,3,77
820,20,24,3,75
821,20,24,3,75
822,20,24,3,58
823,20,24,3,77
824,20,24,4,83
825,20,24,3,77
826,20,24,3,63
827,20,24,3,69
828,20,24,3,57
829,20,24,4,81
830,20,24,3,79
831,20,24,3,77
832,20,24,3,76
833,20,24,3,66
834,20,24,3,61
835,20,24,3,54
836,20,24,3,76
837,20,24,3,68
838,20,24,3,78
839,20,24,3,77
840,20,24,3,75
841,20,24,3,75
842,20,24,3,71
843,20,24,3,70
844,20,24,3,80
845,20,24,4,81
846,20,24,4,82
847,20,24,3,80
848,20,24,3,70
849,20,24,4,82
850,20,24,3,76
851,20,24,3,79
852,20,24,3,78
853,20,24,3,78
854,20,24,4,81
855,20,24,3,59
856,20,24,3,80
857,20,24,3,69
858,20,24,3,64
859,20,24,3,79
860,20,24,3,69
861,20,24,3,88
862,20,24,3,79
863,20,24,3,79
864,20,24,3,72
865,20,24,3,64
866,20,24,3,67
867,20,24,3,73
868,20,24,4,81
869,20,24,3,64
870,20,24,4,82
871,20,24,3,55
872,20,24,3,72
873,20,24,3,62
874,20,24,3,74
875,20,24,3,74
876,20,24,3,67
877,20,24,4,81
878,20,24,3,77
879,20,24,3,77
880,20,24,3,63
881,20,24,3,72
882,20,24,4,81
883,20,24,3,76
884,20,24,3,68
885,20,24,4,83
886,20,24,3,76
887,20,24,3,80
888,20,24,4,81
889,20,24,3,79
890,20,24,3,74
891,20,24,3,77
892,20,24,3,75
893,20,24,3,75
894,20,24,4,82
895,20,24,3,73
896,20,24,4,81
897,20,24,3,72
898,20,24,3,79
899,20,24,3,60
900,20,24,3,60
901,20,24,3,75
902,20,24,3,57
903,20,24,3,72
904,20,24,3,68
905,20,24,3,77
906,20,24,3,80
907,20,24,3,79
908,20,24,3,66
909,20,24,3,79
910,20,24,3,74
911,20,24,3,75
912,20,24,3,63
913,20,24,3,73
914,20,24,3,80
915,20,24,3,75
916,20,24,3,78
917,20,24,3,80
918,20,24,3,65
919,20,24,3,71
920,20,24,3,76
921,20,24,4,81
922,20,24,3,55
923,20,24,3,79
924,20,24,3,73
925,20,24,3,78
926,20,24,4,83
927,20,24,3,75
928,20,24,4,82
929,20,24,3,78
930,20,24,4,81
931,20,24,3,76
932,20,24,3,73
933,20,24,3,71
934,20,24,3,61
935,20,24,3,56
936,20,24,3,77
937,20,24,3,62
938,20,24,3,55
939,20,24,4,83
940,20,24,3,61
941,20,24,3,64
942,20,24,3,72
943,20,24,3,74
944,20,24,3,57
945,20,24,3,79
946,20,24,4,84
947,20,24,3,74
948,20,24,3,76
949,20,24,3,55
950,20,24,3,79
951,20,24,3,77
952,20,24,3,69
953,20,24,3,69
954,20,24,3,72
955,20,24,3,78
956,20,24,3,59
957,20,24,3,77
958,9,24,4,71
959,10,24,4,79
960,10,24,5,64
961,11,24,4,59
962,11,24,3,67
963,11,24,4,80
964,12,24,4,77
965,12,24,5,65
966,13,24,4,78
967,13,24,4,73
968,13,24,4,76
969,14,24,4,75
970,14,24,4,59
971,14,24,3,74
972,15,24,3,69
973,15,24,3,62
974,15,24,4,81
975,16,24,4,76
976,16,24,3,61
977,17,24,3,65
978,17,24,3,69
979,17,24,4,77
980,18,24,4,74
981,18,24,4,79
982,18,24,4,69
983,19,24,4,80
984,19,24,3,64
985,20,24,3,77
986,20,24,3,54
987,20,24,3,58
988,20,24,3,66
989,20,24,3,56
990,20,24,3,78
991,20,24,4,82
992,20,24,3,65
993,20,24,3,75
994,20,24,3,74
995,20,24,3,61
996,20,24,3,68
997,20,24,3,58
998,20,24,3,66
999,20,24,3,75
1000,20,24,3,80
1001,20,24,3,74
1002,20,24,3,78
1003,20,24,3,70
1004,20,24,3,78
1005,20,24,3,75
1006,20,24,3,72
1007,20,24,3,69
1008,20,63,3,59
1009,20,24,3,80
1010,20,24,3,67
1011,20,24,3,57
1012,20,24,3,75
1013,20,24,3,76
1014,20,24,3,76
1015,20,24,3,80
1016,20,24,4,81
1017,20,24,4,82
1018,20,24,3,62
1019,20,24,3,71
1020,20,24,3,76
1021,20,24,4,81
1022,20,24,3,52
1023,20,24,3,62
1024,20,24,4,83
1025,20,24,3,79
1026,20,24,3,61
1027,20,24,3,62
1028,20,24,3,75
1029,20,24,3,72
1030,20,24,3,65
1031,20,24,3,69
1032,20,24,3,61
1033,20,24,3,65
1034,20,24,4,82
1035,20,24,3,65
1036,20,24,3,73
1037,20,24,3,78
1038,20,24,3,72
1039,20,24,3,78
1040,20,24,3,75
1041,20,24,3,80
1042,20,24,3,78
1043,20,24,3,76
1044,20,24,3,76
1045,20,24,4,84
1046,20,24,3,77
1047,20,24,3,79
1048,20,24,3,74
1049,20,24,3,72
1050,20,24,3,61
1051,20,24,3,74
1052,20,24,3,60
1053,20,24,3,64
1054,20,24,3,77
1055,20,24,3,78
1056,20,24,3,63
1057,20,24,3,80
1058,20,24,3,78
1059,20,24,3,62
1060,20,24,3,76
1061,20,24,3,70
1062,20,24,3,80
1063,20,24,3,75
1064,20,24,3,72
1065,20,24,3,65
1066,20,24,4,82
1067,20,24,3,79
1068,20,24,3,64
1069,20,24,3,64
1070,20,24,3,74
1071,20,24,3,77
1072,20,24,3,75
1073,20,24,3,64
1074,20,24,4,84
1075,20,24,3,65
1076,20,24,3,75
1077,20,24,3,74
1078,20,24,3,73
1079,20,24,3,75
1080,20,24,3,80
1081,20,24,3,78
1082,20,24,3,75
1083,20,24,3,66
1084,20,24,3,76
1085,20,24,3,69
1086,20,24,3,77
1087,20,24,3,76
1088,20,24,3,73
1089,20,24,3,75
1090,20,24,3,66
1091,20,24,3,51
1092,20,24,3,75
1093,20,24,3,60
1094,20,24,3,59
1095,20,24,3,68
1096,20,24,3,57
1097,20,24,3,79
1098,20,24,4,82
1099,20,24,4,87
1100,20,24,3,79
1101,20,24,3,72
1102,20,24,3,68
1103,20,24,3,76
1104,20,24,3,68
1105,20,24,3,68
1106,20,24,3,67
1107,20,24,3,63
1108,20,24,3,66
1109,20,24,3,67
1110,20,24,3,78
1111,20,24,3,64
1112,20,24,3,77
1113,20,24,3,61
1114,20,24,3,66
1115,20,24,3,80
1116,20,24,3,73
1117,20,24,3,68
1118,20,24,3,77
1119,20,24,3,80
1120,20,24,3,69
1121,20,24,3,78
1122,20,24,4,82
1123,20,24,3,73
1124,20,24,4,81
1125,20,24,3,75
1126,20,24,3,79
1127,20,24,3,80
1128,20,24,3,69
1129,20,24,3,76
1130,20,24,3,60
1131,20,24,3,78
1132,20,24,3,79
1133,20,24,3,75
1134,20,24,3,57
1135,20,24,3,64
1136,20,24,3,64
1137,20,24,3,80
1138,20,24,4,81
1139,20,24,3,75
1140,20,24,3,76
1141,20,24,3,61
1142,20,24,3,67
1143,20,24,3,67
1144,20,24,3,74
1145,20,24,3,71
1146,20,24,3,77
1147,20,24,3,66
1148,20,24,3,60
1149,20,24,3,59
1150,20,24,3,56
1151,20,24,3,56
1152,20,24,3,78
1153,20,24,3,48
1154,20,24,1,76
1155,20,24,4,81
1156,20,24,4,81
1157,20,24,3,61
1158,20,24,3,57
1159,20,24,3,59
1160,20,24,4,83
1161,20,24,3,63
1162,20,24,3,65
1163,20,24,3,60
1164,20,24,3,60
1165,20,24,3,80
1166,20,24,3,76
1167,20,24,3,64
1168,20,24,3,76
1169,20,24,3,55
1170,20,24,3,78
1171,20,24,3,80
1172,20,24,3,58
1173,20,24,3,80
1174,20,24,3,70
1175,20,24,3,77
1176,20,24,3,78
1177,20,24,3,74
1178,20,24,3,63
1179,20,24,3,76
1180,20,24,3,57
1181,20,24,4,81
1182,20,24,3,60
1183,20,24,3,66
1184,20,24,3,60
1185,20,24,3,71
1186,20,24,3,77
1187,20,24,3,61
1188,20,24,3,76
1189,20,24,3,68
1190,20,24,3,80
1191,20,24,3,73
1192,20,24,4,83
1193,20,24,3,66
1194,20,24,3,67
1195,20,24,4,82
1196,20,24,3,70
1197,20,24,3,74
1198,20,24,3,79
1199,20,24,3,74
1200,20,24,3,75
1201,20,24,3,64
1202,20,24,4,82
1203,20,24,3,67
1204,20,24,4,84
1205,20,24,3,64
1206,20,24,3,71
1207,20,24,4,86
1208,20,24,3,73
1209,20,24,3,71
1210,20,24,3,69
1211,20,24,4,83
1212,20,24,4,81
1213,20,24,3,64
1214,20,24,3,80
1215,20,24,3,80
1216,20,24,3,80
1217,20,24,3,75
1218,20,24,4,82
1219,20,24,3,67
1220,20,24,3,73
1221,20,24,3,75
1222,20,24,3,61
1223,20,24,3,70
1224,20,24,3,70
1225,20,24,3,76
1226,20,24,3,68
1227,20,24,3,74
1228,20,24,3,75
1229,20,24,4,83
1230,20,24,3,78
1231,20,24,3,61
1232,20,24,4,81
1233,20,24,3,80
1234,20,24,3,76
1235,20,24,3,77
1236,20,24,3,58
1237,20,24,3,63
1238,20,24,3,73
1239,20,24,3,50
1240,20,24,3,72
1241,20,24,3,76
1242,20,24,3,80
1243,20,24,3,72
1244,20,24,3,55
1245,20,24,3,76
1246,20,24,3,68
1247,20,24,3,77
1248,20,24,3,75
1249,20,24,3,74
1250,20,24,3,63
1251,20,24,4,82
1252,20,24,3,64
1253,20,24,3,59
1254,20,24,3,74
1255,20,24,3,71
1256,20,24,3,76
1257,20,24,3,79
1258,20,24,3,63
1259,20,24,3,65
1260,20,24,3,72
1261,20,24,3,55
1262,20,24,3,75
1263,20,24,3,77
1264,20,24,3,75
1265,20,24,3,77
1266,20,24,3,66
1267,20,24,3,78
1268,20,24,3,60
1269,20,24,1,62
1270,20,24,3,76
1271,20,24,3,66
1272,20,24,3,60
1273,20,24,3,73
1274,20,24,3,77
1275,20,24,3,78
1276,20,24,3,62
1277,20,24,3,79
1278,20,24,3,61
1279,20,24,3,76
1280,20,24,3,78
1281,20,24,3,75
1282,20,24,3,70
1283,20,24,3,74
1284,20,24,3,77
1285,20,24,3,63
1286,20,24,3,73
1287,20,24,3,78
1288,20,24,3,69
1289,20,24,3,80
1290,20,24,3,63
1291,20,24,3,77
1292,20,24,3,78
1293,20,24,3,75
1294,20,24,3,71
1295,20,24,3,79
1296,20,24,3,66
1297,20,24,3,77
1298,20,24,3,76
1299,20,24,3,79
1300,20,24,4,81
1301,20,24,3,65
1302,20,24,4,82
1303,20,24,3,80
1304,20,24,3,76
1305,20,24,3,77
1306,20,24,3,64
1307,20,24,3,74
1308,20,24,3,76
1309,20,24,3,73
1310,20,24,3,58
1311,20,24,3,79
1312,20,24,4,82
1313,20,24,3,75
1314,20,24,3,79
1315,20,24,3,77
1316,20,24,3,76
1317,20,24,3,78
1318,20,24,3,58
1319,20,24,3,59
1320,20,24,3,78
1321,20,24,4,83
1322,20,24,3,75
1323,20,24,3,76
1324,20,24,3,64
1325,20,24,3,64
1326,20,24,3,78
1327,20,24,3,78
1328,20,24,3,77
1329,20,24,3,80
1330,20,24,3,78
1331,20,24,3,68
1332,20,24,3,78
1333,20,24,3,65
1334,20,24,3,76
1335,20,24,3,76
1336,20,24,3,70
1337,20,24,4,82
1338,20,24,3,58
1339,20,24,3,77
1340,20,24,3,55
1341,20,24,3,77
1342,20,24,3,80
1343,20,24,3,61
1344,20,24,3,63
1345,20,24,3,77
1346,20,24,3,73
1347,20,24,3,71
1348,20,24,3,75
1349,20,24,3,75
1350,20,24,4,82
1351,20,24,3,62
1352,20,24,3,76
1353,20,24,3,76
1354,20,24,3,62
1355,20,24,3,72
1356,20,24,3,65
1357,20,24,3,70
1358,20,24,3,77
