,MCS,TBS,SegmentsNumber,PacketSize
3503,17,24,3,65
3504,17,24,4,81
3505,18,24,4,75
3506,18,24,4,73
3507,18,24,3,65
3508,19,24,3,73
3509,19,24,3,64
3510,20,24,3,75
3511,20,24,3,77
3512,20,24,3,74
3513,20,24,3,75
3514,20,24,3,65
3515,20,24,3,79
3516,20,24,4,82
3517,20,24,3,75
3518,20,24,3,60
3519,20,24,3,73
3520,20,24,3,75
3521,20,24,3,60
3522,20,116,3,73
3523,20,24,3,75
3524,20,24,4,81
3525,20,24,3,75
3526,20,24,3,77
3527,20,24,3,76
3528,20,24,3,62
3529,20,24,3,77
3530,20,24,4,83
3531,20,24,3,74
3532,20,24,3,77
3533,20,24,3,75
3534,20,24,3,72
3535,20,24,3,58
3536,20,24,3,72
3537,20,24,3,73
3538,20,24,3,57
3539,20,24,3,56
3540,20,24,3,78
3541,20,24,3,64
3542,20,24,3,64
3543,20,24,3,78
3544,20,24,3,80
3545,20,24,3,78
3546,20,24,3,57
3547,20,116,3,76
3548,20,24,3,75
3549,20,24,3,75
3550,20,24,3,78
3551,20,24,3,74
3552,20,24,3,78
3553,20,24,3,77
3554,20,24,4,81
3555,20,24,3,57
3556,20,24,3,80
3557,20,24,3,63
3558,20,24,3,73
3559,20,24,3,60
3560,20,24,3,67
3561,20,116,3,61
3562,20,24,4,87
3563,20,24,3,62
3564,20,24,3,63
3565,20,24,3,76
3566,20,24,3,80
3567,20,24,3,74
3568,20,24,3,62
3569,20,24,3,79
3570,20,24,3,61
3571,20,24,3,79
3572,20,24,4,84
3573,20,24,3,75
3574,20,24,3,64
3575,20,24,3,75
3576,20,24,3,74
3577,20,24,4,82
3578,20,24,3,77
3579,20,24,3,80
3580,20,24,3,66
3581,20,24,3,63
3582,20,24,3,60
3583,20,24,3,77
3584,20,24,3,75
3585,20,24,3,71
3586,20,24,3,79
3587,20,24,3,71
3588,20,24,3,75
3589,20,24,3,69
3590,20,24,3,79
3591,20,24,3,69
3592,20,24,4,81
3593,20,24,3,75
3594,20,24,3,74
3595,20,24,3,61
3596,20,24,3,64
3597,20,24,3,79
3598,20,24,4,81
3599,20,24,3,80
3600,20,24,3,73
3601,20,24,3,57
3602,20,24,3,56
3603,20,24,3,75
3604,20,24,3,74
3605,20,24,3,69
3606,20,24,3,52
3607,20,24,3,64
3608,20,24,3,76
3609,20,24,3,76
3610,20,24,4,82
3611,20,24,3,79
3612,20,24,3,66
3613,20,24,3,60
3614,20,24,3,74
3615,20,24,3,79
3616,20,116,3,55
3617,20,24,3,79
3618,20,24,3,80
3619,20,24,3,65
3620,20,24,4,82
3621,20,24,3,72
3622,20,24,3,77
3623,20,24,4,83
3624,20,24,3,67
3625,20,24,3,75
3626,20,24,3,66
3627,20,24,3,73
3628,20,24,3,76
3629,20,24,3,74
3630,20,24,3,75
3631,20,24,3,75
3632,20,24,3,74
3633,20,24,3,73
3634,20,24,3,66
3635,20,116,3,72
3636,20,24,3,76
3637,20,24,3,76
3638,20,24,3,56
3639,20,24,3,57
3640,20,24,3,78
3641,20,24,3,66
3642,20,24,4,82
3643,20,24,3,67
3644,20,24,3,62
3645,20,24,3,72
3646,20,24,3,76
3647,20,24,4,81
3648,20,24,3,59
3649,20,24,3,75
3650,20,24,3,64
3651,20,24,3,80
3652,20,24,3,80
3653,20,24,3,76
3654,20,24,3,62
3655,20,24,3,75
3656,20,24,3,80
3657,20,24,4,81
3658,20,24,3,76
3659,20,24,3,63
3660,20,116,3,78
3661,20,24,3,60
3662,20,24,3,78
3663,20,24,3,80
3664,20,24,3,76
3665,20,24,3,63
3666,20,24,3,64
3667,20,24,3,76
3668,20,24,3,68
3669,20,24,3,67
3670,20,24,3,64
3671,20,24,3,51
3672,20,24,3,76
3673,20,24,4,81
3674,20,24,3,57
3675,20,24,3,59
3676,20,24,3,70
3677,20,24,3,76
3678,20,24,3,76
3679,20,24,3,69
3680,20,24,3,65
3681,20,24,3,72
3682,20,24,3,74
3683,20,24,3,79
3684,20,24,3,64
3685,20,24,3,69
3686,20,24,3,66
3687,20,24,3,80
3688,20,24,3,79
3689,20,24,3,79
3690,20,24,4,82
3691,20,24,3,73
3692,20,24,3,76
3693,20,24,3,70
3694,20,24,3,73
3695,20,24,3,72
3696,20,24,3,71
3697,20,24,3,76
3698,20,24,3,76
3699,20,24,3,76
3700,20,24,3,64
3701,20,24,3,66
3702,20,24,3,75
3703,20,24,3,77
3704,20,24,3,74
3705,20,24,3,77
3706,20,24,3,77
3707,20,24,3,61
3708,20,24,3,77
3709,20,24,3,65
3710,20,24,3,72
3711,20,24,3,64
3712,20,24,3,65
3713,20,24,3,78
3714,20,116,3,67
3715,20,24,3,74
3716,20,24,3,64
3717,20,24,3,61
3718,20,24,3,66
3719,20,24,4,83
3720,20,24,3,76
3721,20,116,3,61
3722,20,24,4,82
3723,20,24,4,81
3724,20,24,3,72
3725,20,24,3,76
3726,20,24,3,76
3727,20,24,3,71
3728,20,24,3,77
3729,20,24,3,73
3730,20,24,3,60
3731,20,24,3,76
3732,20,24,3,78
3733,20,116,3,62
3734,20,24,3,69
3735,20,24,3,77
3736,20,24,3,65
3737,20,24,3,62
3738,20,24,3,57
3739,20,24,4,85
3740,20,24,3,61
3741,20,24,3,63
3742,20,24,3,79
3743,20,24,3,77
3744,20,24,3,59
3745,20,116,3,52
3746,20,24,3,78
3747,20,24,3,76
3748,20,24,3,58
3749,20,24,3,67
3750,20,24,3,80
3751,20,24,3,65
3752,20,24,3,78
3753,20,24,3,72
3754,20,24,3,78
3755,20,24,3,62
3756,20,24,3,69
3757,20,24,4,85
3758,20,24,3,67
3759,20,24,3,72
3760,20,24,3,68
3761,20,24,3,60
3762,20,24,4,84
3763,20,24,3,77
3764,20,24,3,66
3765,20,24,3,72
3766,20,24,3,77
3767,20,24,3,78
3768,20,24,3,73
3769,20,24,4,86
3770,20,24,3,78
3771,20,24,4,82
3772,20,24,3,79
3773,20,24,3,62
3774,20,24,3,60
3775,20,24,3,76
3776,20,24,3,79
3777,20,24,3,61
3778,20,24,3,62
3779,20,24,3,72
3780,20,24,3,79
3781,20,24,3,65
3782,20,24,3,64
3783,20,24,3,73
3784,20,24,3,70
3785,20,24,3,74
3786,20,24,3,71
3787,20,24,3,64
3788,20,24,3,78
3789,20,24,3,78
3790,20,24,3,69
3791,20,24,3,67
3792,20,24,3,64
3793,20,24,3,73
3794,20,24,3,77
3795,20,24,3,63
3796,20,24,3,74
3797,20,24,3,77
3798,20,24,3,72
3799,20,24,3,67
3800,20,24,3,75
3801,20,24,3,71
3802,20,24,3,78
3803,20,24,3,62
3804,20,24,3,76
3805,20,116,3,76
3806,20,24,3,53
3807,20,24,3,74
3808,20,24,3,78
3809,20,24,4,81
3810,20,24,3,76
3811,20,24,3,58
3812,20,24,3,74
3813,20,24,3,78
3814,20,24,3,77
3815,20,24,3,75
3816,20,24,3,79
3817,20,116,3,75
3818,20,24,3,75
3819,20,24,3,76
3820,20,24,3,77
3821,20,24,3,80
3822,20,24,3,77
3823,20,24,3,64
3824,20,24,3,75
3825,20,24,3,54
3826,20,24,3,77
3827,20,24,3,80
3828,20,24,3,75
3829,20,116,3,73
3830,20,24,3,61
3831,20,24,3,58
3832,20,24,3,71
3833,20,24,3,60
3834,20,116,3,76
3835,20,24,3,76
3836,20,24,3,77
3837,20,24,4,82
3838,20,24,4,81
3839,20,24,3,59
3840,20,24,3,71
3841,20,24,3,54
3842,20,24,3,75
3843,20,24,3,69
3844,20,24,3,65
3845,20,24,3,77
3846,20,24,3,78
3847,20,24,3,55
3848,20,24,3,79
3849,20,24,3,66
3850,20,24,4,84
3851,20,24,4,82
3852,20,24,3,63
3853,20,24,3,71
3854,20,24,3,78
3855,20,24,3,62
3856,20,24,3,72
3857,20,24,3,76
3858,20,24,3,78
3859,20,24,3,64
3860,20,24,3,79
3861,20,24,3,73
3862,20,24,3,80
3863,20,24,3,66
3864,20,24,3,72
3865,20,24,3,63
3866,20,24,3,75
3867,20,24,3,75
3868,20,24,3,57
3869,20,24,3,75
3870,20,24,3,77
3871,20,24,3,59
3872,20,24,3,76
3873,20,24,3,78
3874,20,24,3,78
3875,20,24,3,65
3876,20,24,3,68
3877,20,24,3,68
3878,20,24,4,81
3879,20,24,3,74
3880,20,24,3,75
3881,20,24,3,78
3882,20,24,3,61
3883,20,24,3,60
3884,20,24,3,64
3885,20,24,3,75
3886,20,24,3,70
3887,20,24,3,78
3888,20,24,4,81
3889,20,24,3,63
3890,20,24,4,83
3891,20,24,3,58
3892,20,24,3,58
3893,20,24,3,71
3894,20,24,3,55
3895,20,24,3,74
3896,20,24,3,79
3897,20,24,3,63
3898,20,24,3,79
3899,20,24,3,75
3900,20,24,3,57
3901,20,24,3,54
3902,20,24,3,80
3903,20,24,3,77
3904,20,24,3,76
3905,20,24,3,73
3906,20,24,3,73
3907,20,116,3,70
3908,20,24,3,59
3909,20,24,3,68
3910,20,24,3,76
3911,20,24,4,84
3912,20,24,3,74
3913,20,24,3,79
3914,20,24,3,68
3915,20,24,3,66
3916,20,24,3,58
3917,20,24,4,81
3918,20,24,3,74
3919,20,24,4,81
3920,20,24,3,67
3921,20,24,3,73
3922,20,24,3,72
3923,20,24,3,78
3924,20,24,3,65
3925,20,24,3,62
3926,20,24,3,77
3927,20,24,3,64
3928,20,24,3,74
3929,20,24,3,68
3930,20,24,3,79
3931,20,24,3,75
3932,20,24,4,82
3933,20,24,4,82
3934,20,24,3,78
3935,20,24,4,83
3936,20,24,3,80
3937,20,24,3,68
3938,20,24,3,78
3939,20,24,4,84
3940,20,24,3,67
3941,20,24,3,62
3942,20,24,3,80
3943,20,24,3,78
3944,20,24,3,76
3945,20,24,3,73
3946,20,24,3,61
3947,20,24,3,78
3948,20,24,3,58
3949,20,24,3,64
3950,20,24,4,84
3951,20,24,3,58
3952,20,24,3,60
3953,20,24,3,74
3954,20,24,4,81
3955,20,24,3,61
3956,20,24,3,73
3957,20,24,3,62
3958,20,24,3,76
3959,20,24,3,75
3960,20,24,3,64
3961,20,24,3,65
3962,20,24,3,66
3963,20,24,3,77
3964,20,24,4,85
3965,20,24,3,77
3966,20,24,3,62
3967,20,24,4,81
3968,20,24,3,75
3969,20,24,3,79
3970,20,24,3,78
3971,20,24,3,60
3972,20,24,3,73
3973,20,24,3,70
3974,20,24,3,75
3975,20,24,3,62
3976,20,24,3,73
3977,20,24,3,80
3978,20,24,3,71
3979,20,24,3,64
3980,20,24,3,62
3981,20,24,4,81
3982,20,24,3,59
3983,20,24,3,55
3984,20,24,3,76
3985,20,24,3,56
3986,20,24,3,62
3987,20,24,3,58
3988,20,24,3,71
3989,20,24,3,77
3990,20,24,3,56
3991,9,24,4,80
3992,10,24,5,83
3993,10,116,4,79
3994,10,24,5,62
3995,11,24,4,78
3996,11,24,4,79
3997,12,24,4,72
3998,12,24,5,64
3999,12,24,4,78
4000,13,24,4,59
4001,13,24,4,74
4002,14,24,4,63
4003,14,24,3,67
4004,14,24,4,77
4005,15,116,4,83
4006,16,24,3,73
4007,16,24,4,78
4008,16,24,4,79
4009,17,24,4,78
4010,17,24,4,79
4011,17,24,4,78
4012,18,24,4,76
4013,18,24,3,65
4014,19,24,3,63
4015,19,24,3,74
4016,19,24,4,77
4017,20,24,3,75
4018,20,24,3,79
4019,20,24,3,65
4020,20,24,3,78
4021,20,24,3,71
4022,20,24,3,62
4023,20,24,3,76
4024,20,24,3,76
4025,20,24,3,77
4026,20,24,4,83
4027,20,24,3,77
4028,20,24,3,68
4029,20,24,4,81
4030,20,24,3,77
4031,20,24,3,77
4032,20,24,3,78
4033,20,24,3,77
4034,20,24,3,64
4035,20,24,3,69
4036,20,24,3,78
4037,20,24,3,77
4038,20,24,3,79
4039,20,24,3,76
4040,20,24,3,76
4041,20,24,3,62
4042,20,24,3,76
4043,20,24,3,68
4044,20,24,3,75
4045,20,24,3,69
4046,20,24,3,75
4047,20,24,3,80
4048,20,24,3,69
4049,20,24,4,84
4050,20,24,3,69
4051,20,24,3,70
4052,20,24,3,59
4053,20,24,3,80
4054,20,24,3,74
4055,20,24,4,82
4056,20,24,3,75
4057,20,24,3,66
4058,20,24,3,61
4059,20,24,3,59
4060,20,24,3,80
4061,20,24,3,76
4062,20,24,3,68
4063,20,24,3,78
4064,20,24,3,74
4065,20,24,3,72
4066,20,24,3,74
4067,20,24,3,64
4068,20,24,3,76
4069,20,24,3,77
4070,20,24,3,64
4071,20,24,3,75
4072,20,24,4,81
4073,20,24,3,60
4074,20,24,3,79
4075,20,24,3,76
4076,20,24,4,82
4077,20,24,3,55
4078,20,24,3,75
4079,20,24,3,77
4080,20,116,4,84
4081,20,24,3,77
4082,20,24,3,57
4083,20,24,3,64
4084,20,24,3,79
4085,20,24,3,77
4086,20,24,3,71
4087,20,24,3,55
4088,20,24,3,79
4089,20,24,3,75
4090,20,24,4,87
4091,20,24,3,65
4092,20,116,3,75
4093,20,24,3,77
4094,20,24,3,75
4095,20,24,3,72
4096,20,24,3,62
4097,20,24,3,80
4098,20,24,3,77
4099,20,24,3,74
4100,20,24,3,76
4101,20,24,3,77
4102,20,24,3,80
4103,20,24,3,75
4104,20,116,3,69
4105,20,24,3,76
4106,20,24,3,56
4107,20,24,3,64
4108,20,24,3,57
4109,20,24,3,79
4110,20,24,3,73
4111,20,24,3,74
4112,20,24,3,79
4113,20,24,3,64
4114,20,24,3,74
4115,20,24,3,77
4116,20,116,4,85
4117,20,24,3,73
4118,20,24,3,62
4119,20,24,4,81
4120,20,24,4,82
4121,20,24,3,76
4122,20,24,3,63
4123,20,24,3,75
4124,20,24,3,78
4125,20,24,3,79
4126,20,24,3,55
4127,20,24,4,84
4128,20,24,3,77
4129,20,24,3,73
4130,20,24,3,79
4131,20,24,3,63
4132,20,24,3,76
4133,20,24,3,80
4134,20,24,3,68
4135,20,24,3,72
4136,20,24,3,64
4137,20,24,3,70
4138,20,24,3,62
4139,20,24,3,79
4140,20,24,3,59
4141,20,24,3,77
4142,20,24,3,76
4143,20,24,3,73
4144,20,116,4,83
4145,20,24,3,77
4146,20,24,3,58
4147,20,24,3,64
4148,20,24,3,60
4149,20,24,3,75
4150,20,24,3,78
4151,20,24,3,72
4152,20,24,4,81
4153,20,24,4,82
4154,20,24,3,75
4155,20,24,3,59
4156,20,116,3,79
4157,20,24,3,62
4158,20,24,4,85
4159,20,24,3,79
4160,20,24,3,72
4161,20,24,3,77
4162,20,24,3,61
4163,20,24,3,76
4164,20,24,4,84
4165,20,24,3,63
4166,20,24,3,77
4167,20,24,3,76
4168,20,116,3,60
4169,20,24,3,75
4170,20,24,3,79
4171,20,24,3,65
4172,20,24,3,75
4173,20,24,3,79
4174,20,24,3,57
4175,20,24,3,76
4176,20,24,4,85
4177,20,24,3,73
4178,20,24,3,73
4179,20,63,3,64
4180,20,24,3,55
4181,20,24,3,64
4182,20,24,3,78
4183,20,24,3,73
4184,20,24,3,59
4185,20,24,3,56
4186,20,24,3,73
4187,20,24,3,77
4188,20,24,3,69
4189,20,24,3,73
4190,20,24,4,82
4191,20,24,3,74
4192,20,24,3,70
4193,20,24,3,68
4194,20,24,3,78
4195,20,24,3,76
4196,20,24,4,81
4197,20,24,3,69
4198,20,24,3,62
4199,20,24,3,79
4200,20,24,3,64
4201,20,24,3,67
4202,20,24,3,80
4203,20,24,3,54
4204,20,24,3,64
4205,20,24,3,62
4206,20,24,3,65
4207,20,24,3,64
4208,20,24,3,79
4209,20,24,3,57
4210,20,24,3,75
4211,20,24,3,70
4212,20,24,3,75
4213,20,24,3,77
4214,20,24,3,75
4215,20,24,3,56
4216,20,24,4,82
4217,20,24,3,70
4218,20,24,3,63
4219,20,24,3,80
4220,20,24,4,84
4221,20,24,3,76
4222,20,24,3,63
4223,20,24,3,67
4224,20,24,3,82
4225,20,24,1,80
4226,20,24,3,56
4227,20,24,4,82
4228,20,24,3,76
4229,20,24,3,75
4230,20,24,3,60
4231,20,24,3,55
4232,20,24,3,66
4233,20,24,4,83
4234,20,24,3,77
4235,20,24,3,76
4236,20,24,3,58
4237,20,24,3,62
4238,20,24,3,77
4239,20,24,3,74
4240,20,24,4,84
4241,20,24,3,74
4242,20,24,3,78
4243,20,24,3,64
4244,20,24,3,76
4245,20,24,3,63
4246,20,24,4,86
4247,20,24,3,63
4248,20,24,3,59
4249,20,24,3,61
4250,20,24,3,65
4251,20,24,3,60
4252,20,24,3,72
4253,20,24,3,59
4254,20,24,3,67
4255,20,24,3,74
4256,20,24,3,63
4257,20,24,3,64
4258,20,24,3,80
4259,20,24,3,60
4260,20,24,4,82
4261,20,24,3,61
4262,20,24,3,73
4263,20,24,4,81
4264,20,24,4,82
4265,20,24,3,60
4266,20,24,3,63
4267,20,24,3,80
4268,20,24,3,55
4269,20,24,4,84
4270,20,24,3,67
4271,20,24,3,60
4272,20,24,3,69
4273,20,24,3,74
4274,20,24,3,78
4275,20,24,3,80
4276,20,24,4,81
4277,20,24,3,56
4278,20,24,3,54
4279,20,24,3,75
4280,20,24,4,82
4281,20,24,3,78
4282,20,24,3,75
4283,20,24,3,80
4284,20,24,3,74
4285,20,24,3,61
4286,20,24,3,79
4287,20,24,3,80
4288,20,24,4,81
4289,20,24,3,60
4290,20,24,3,80
4291,20,24,3,74
4292,20,24,3,78
4293,20,24,3,80
4294,20,24,3,57
4295,20,24,3,60
4296,20,24,3,78
4297,20,24,3,65
4298,20,24,3,78
4299,20,24,3,75
4300,20,24,3,76
4301,20,24,3,76
4302,20,24,3,80
4303,20,24,3,66
4304,20,24,3,77
4305,20,24,3,77
4306,20,24,3,79
4307,20,24,3,77
4308,20,24,3,66
4309,20,24,3,77
4310,20,24,3,77
4311,20,24,3,60
4312,20,24,3,64
4313,20,24,3,77
4314,20,24,3,70
4315,20,24,4,82
4316,20,24,3,57
4317,20,24,3,69
4318,20,24,3,76
4319,20,24,3,77
4320,20,24,3,64
4321,20,24,3,79
4322,20,24,3,61
4323,20,24,3,77
4324,20,24,3,78
4325,20,24,3,57
4326,20,24,3,76
4327,20,24,3,52
4328,20,24,3,76
4329,20,24,3,75
4330,20,24,3,60
4331,20,24,3,65
4332,20,24,3,62
4333,20,24,3,72
4334,20,24,3,78
4335,20,24,3,75
4336,20,24,3,67
4337,20,24,4,81
4338,20,24,3,80
4339,20,24,3,58
4340,20,24,3,61
4341,20,24,3,67
4342,20,24,3,76
4343,9,24,5,84
4344,10,24,4,76
4345,10,24,5,66
4346,10,24,5,64
4347,11,24,4,76
4348,11,24,3,68
4349,12,24,4,79
4350,12,24,4,58
4351,12,24,4,75
4352,13,24,4,80
4353,13,24,5,85
4354,13,24,4,62
4355,14,24,4,64
4356,14,24,4,62
4357,14,24,4,60
4358,15,24,3,54
4359,15,24,4,66
4360,15,24,3,70
4361,16,24,4,76
4362,16,24,4,66
4363,16,24,3,65
4364,17,24,4,77
4365,17,24,4,80
4366,17,24,3,73
4367,18,24,3,63
4368,18,24,4,80
4369,18,24,4,69
4370,19,24,3,73
4371,19,24,3,65
4372,20,24,3,77
4373,20,24,3,59
4374,20,24,4,81
4375,20,24,3,88
4376,20,24,3,72
4377,20,24,3,76
4378,20,24,3,79
4379,20,24,3,74
4380,20,24,3,54
4381,20,24,3,63
4382,20,24,3,64
4383,20,24,3,63
4384,20,24,3,62
4385,20,24,3,79
4386,20,24,3,75
4387,20,24,3,79
4388,20,24,3,70
4389,20,24,4,81
4390,20,24,3,75
4391,18,24,3,59
4392,18,24,4,74
4393,18,24,3,67
4394,19,24,3,58
4395,19,24,3,70
4396,19,24,3,74
4397,20,24,4,85
4398,20,24,3,75
4399,20,24,4,82
4400,20,24,3,80
4401,20,24,3,72
4402,20,24,3,79
4403,20,24,4,81
4404,20,24,3,60
4405,20,24,4,81
4406,20,24,3,60
4407,20,24,3,81
4408,20,24,3,78
4409,20,24,3,62
4410,20,24,3,76
4411,20,24,3,56
4412,20,24,3,76
4413,20,24,3,65
4414,20,24,3,74
4415,20,24,3,80
4416,20,24,3,75
4417,20,24,3,71
4418,20,24,3,72
4419,20,24,3,68
4420,20,24,3,77
4421,20,24,3,62
4422,20,24,3,63
4423,20,24,3,75
4424,20,24,3,63
4425,20,24,3,70
4426,20,24,3,80
4427,20,24,3,78
4428,20,24,3,69
4429,20,24,3,64
4430,20,24,3,66
4431,20,24,3,74
4432,20,24,3,69
4433,20,24,3,66
4434,20,24,3,64
4435,20,24,3,75
4436,20,24,3,64
4437,20,24,3,62
4438,20,24,4,81
4439,20,24,3,79
4440,20,24,3,64
4441,20,24,3,77
4442,20,24,3,57
4443,20,24,3,80
4444,20,24,3,76
4445,20,24,3,75
4446,20,24,3,56
4447,20,24,3,59
4448,20,24,3,75
4449,20,24,3,58
4450,20,24,3,66
4451,20,24,3,70
4452,20,24,3,74
4453,20,24,3,73
4454,20,24,3,80
4455,20,24,4,84
4456,20,24,3,73
4457,20,24,3,76
4458,20,24,3,74
4459,20,24,3,77
4460,20,24,3,62
4461,20,24,3,76
4462,20,24,3,73
4463,20,63,2,53
4464,20,24,4,75
4465,20,24,3,59
4466,20,24,3,78
4467,20,24,3,67
4468,20,24,3,76
4469,20,24,3,66
4470,20,24,3,66
4471,20,24,3,73
4472,20,24,3,57
4473,20,24,3,59
4474,20,24,4,81
4475,20,24,3,62
4476,20,24,4,81
4477,20,24,3,74
4478,20,24,3,59
4479,20,24,3,75
4480,20,24,3,76
4481,20,24,3,59
4482,20,24,3,63
4483,20,24,3,60
4484,20,24,3,71
4485,20,24,3,74
4486,20,24,3,79
4487,20,24,3,64
4488,20,24,4,81
4489,20,24,3,77
4490,20,24,3,60
4491,20,24,3,62
4492,20,24,3,76
4493,20,24,3,75
4494,20,24,3,71
4495,20,24,3,75
4496,20,24,3,77
4497,20,24,3,62
4498,20,24,3,74
4499,20,24,3,76
4500,20,24,3,74
4501,20,24,3,79
4502,20,24,3,76
4503,20,24,3,74
4504,20,24,3,74
4505,20,24,3,66
4506,20,24,3,76
4507,20,24,3,63
4508,20,24,3,75
4509,20,24,3,73
4510,20,24,3,76
4511,20,24,3,58
4512,20,24,3,80
4513,20,24,3,63
4514,20,24,4,82
4515,20,24,3,77
4516,20,24,3,66
4517,20,24,3,68
4518,20,24,3,65
4519,20,24,3,75
4520,20,24,3,76
4521,20,24,3,66
4522,20,24,3,65
4523,20,24,4,81
4524,20,24,3,61
4525,20,24,3,67
4526,20,24,3,60
4527,20,24,3,77
4528,20,24,3,64
4529,20,24,3,61
4530,20,24,3,75
4531,20,24,3,68
4532,14,24,3,72
4533,15,24,4,80
4534,15,24,4,74
4535,16,24,4,76
4536,16,24,4,83
4537,16,24,3,65
4538,17,24,4,79
4539,17,24,4,58
4540,17,24,3,73
4541,18,24,1,80
4542,18,24,4,79
4543,18,24,4,78
4544,19,24,3,61
4545,19,24,3,61
4546,20,24,3,73
4547,20,24,3,63
4548,20,24,3,61
4549,20,24,3,64
4550,20,24,4,82
4551,20,24,3,61
4552,20,24,3,62
4553,20,24,4,85
4554,20,24,3,74
4555,20,24,3,73
4556,20,24,3,68
4557,20,24,3,77
4558,20,24,3,78
4559,20,24,3,59
4560,20,24,3,60
4561,20,24,4,82
4562,20,24,3,75
4563,20,24,3,60
4564,20,24,3,77
4565,20,24,3,68
4566,20,24,3,77
4567,20,24,3,72
4568,20,24,3,64
4569,20,24,3,71
4570,20,24,3,75
4571,20,24,3,61
4572,20,24,3,71
4573,20,24,3,78
4574,20,24,3,75
4575,20,24,4,82
4576,20,24,3,61
4577,20,24,3,76
4578,20,24,3,79
4579,20,24,3,74
4580,20,24,3,76
4581,20,24,3,74
4582,20,24,3,62
4583,20,24,3,60
4584,20,24,3,76
4585,20,24,3,70
4586,20,24,3,78
4587,20,24,3,75
4588,20,24,3,68
4589,20,24,3,59
4590,20,24,3,61
4591,20,24,3,72
4592,20,24,3,66
4593,20,24,3,78
4594,20,24,3,76
4595,20,24,3,75
4596,20,24,3,78
4597,20,24,4,83
4598,20,24,3,77
4599,20,24,3,72
4600,20,24,4,81
4601,20,24,4,87
4602,20,24,3,80
4603,20,24,3,72
4604,20,24,3,78
4605,20,24,3,54
4606,20,24,3,61
4607,20,24,3,76
4608,20,24,3,78
4609,20,24,3,75
4610,20,24,3,79
4611,20,24,3,53
4612,20,24,4,82
4613,20,24,3,77
4614,20,24,3,68
4615,20,24,3,79
4616,20,24,3,56
4617,20,24,3,79
4618,20,24,3,78
4619,20,24,3,62
4620,20,24,3,61
4621,20,24,3,61
4622,20,24,3,75
4623,20,24,3,63
4624,20,24,3,76
4625,20,24,3,65
4626,20,24,3,80
4627,20,76,2,75
4628,20,24,3,74
4629,20,24,4,81
4630,20,24,3,78
4631,20,24,3,71
4632,20,24,3,71
4633,20,24,3,78
4634,20,24,3,62
4635,20,24,3,66
4636,20,24,3,66
4637,20,24,3,78
4638,20,24,3,64
4639,20,24,3,65
4640,20,24,3,66
4641,20,24,3,78
4642,20,24,3,62
4643,20,24,3,75
4644,20,24,3,75
4645,20,24,3,72
4646,20,24,3,75
4647,20,24,3,71
4648,20,24,3,77
4649,20,24,4,82
4650,20,24,3,80
4651,20,24,3,63
4652,20,24,3,75
4653,20,24,3,69
4654,20,24,4,82
4655,20,24,4,83
4656,20,24,3,52
4657,20,24,3,63
4658,20,24,3,64
4659,20,24,4,82
4660,20,24,3,72
4661,20,24,3,74
4662,20,24,3,58
4663,20,24,3,73
4664,20,24,3,62
4665,20,24,3,62
4666,20,24,3,75
4667,20,24,4,81
4668,20,24,3,79
4669,20,24,3,64
4670,20,24,3,65
4671,20,24,3,73
4672,20,24,3,61
4673,20,24,3,61
4674,20,24,3,65
4675,20,24,3,80
4676,20,24,3,68
4677,20,24,3,78
4678,20,24,3,61
4679,20,116,3,74
4680,20,24,3,75
4681,20,24,3,68
4682,20,24,3,74
4683,20,24,3,79
4684,20,24,3,72
4685,20,24,4,81
4686,20,24,3,73
4687,20,24,4,81
4688,20,24,3,63
4689,20,24,3,76
4690,20,24,3,73
4691,20,106,3,64
4692,20,24,3,76
4693,20,24,3,75
4694,20,24,3,68
4695,20,24,3,59
4696,20,24,3,64
4697,20,24,3,60
4698,20,24,4,82
4699,20,24,3,59
4700,20,24,3,76
4701,20,24,3,74
4702,20,24,3,76
4703,20,24,3,65
4704,20,24,4,81
4705,20,24,4,81
4706,20,24,3,80
4707,20,24,3,75
4708,20,24,3,62
4709,20,24,3,77
4710,20,106,3,63
4711,20,24,3,70
4712,20,24,3,61
4713,20,24,3,69
4714,20,24,3,76
4715,20,24,3,63
4716,20,24,3,70
4717,20,24,3,73
4718,20,24,3,65
4719,20,24,3,65
4720,20,24,3,80
4721,20,24,3,74
4722,20,116,3,61
4723,20,24,3,79
4724,20,24,3,68
4725,20,24,3,65
4726,20,24,3,71
4727,20,24,3,66
4728,20,24,4,81
4729,20,24,3,64
4730,20,24,3,68
4731,20,24,3,63
4732,20,24,3,62
4733,20,24,4,84
4734,20,24,3,56
4735,20,24,3,71
4736,20,24,3,75
4737,20,24,3,66
4738,20,24,3,68
4739,20,24,3,55
4740,20,24,3,80
4741,20,24,4,85
4742,20,24,3,54
4743,20,24,3,54
4744,20,24,3,66
4745,20,24,3,78
4746,20,24,3,58
4747,20,24,3,75
4748,20,24,3,64
4749,20,24,3,66
4750,20,24,3,73
4751,20,116,4,81
4752,20,24,3,73
4753,20,24,3,62
4754,20,24,3,66
4755,20,24,3,70
4756,20,24,3,69
4757,20,24,3,78
4758,20,24,3,79
4759,20,24,4,84
4760,20,24,3,73
4761,20,24,3,62
4762,20,24,3,75
4763,20,106,4,81
4764,20,24,4,81
4765,20,24,3,57
4766,20,24,3,67
4767,20,24,3,74
4768,20,24,3,70
4769,20,24,3,57
4770,20,24,3,59
4771,20,24,3,76
4772,20,24,3,65
